Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,10571164168,700,15101663.1,14869065.5,14781266,19090439,739614.4,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
