model,batch_size,iter_time_without_norm_ms,iter_time_with_norm_ms,total_extra_time_with_norm_ms,norm_self_time_ms,norm_time_gap_ms,norm_time_gap_pct,norm_time_ratio,power_without_norm_watts,power_with_norm_watts,power_delta_watts,clock_without_norm_mhz,clock_with_norm_mhz,clock_increase_without_norm_mhz,clock_increase_without_norm_pct,raw_gemm_without_norm_tflops_s,raw_gemm_with_norm_tflops_s,raw_gemm_delta_pct,effective_without_norm_tflops_s,effective_with_norm_tflops_s,effective_delta_pct
13B,1024,2.846275949660522,3.019214886677101,0.1729389370165788,0.04092700000000013,0.13201193701657868,4.372392889260985,4.225546387875443,319.00650847457626,399.28341296928323,80.27690449470697,1410.0,1347.0819112627987,62.91808873720129,4.670695093679924,256.05107944574155,246.18058001389034,-3.8548946769594936,232.00902484481938,218.71967789837691,-5.727943969132719
13B,2048,5.190459807938332,5.644710208739966,0.4542504008016337,0.10083299999999962,0.3534174008016341,6.261037107882378,4.504977545065955,335.30928813559325,398.4136518771331,63.10436374153983,1410.0,1316.4163822525597,93.58361774744026,7.108967877420859,289.25088572452677,272.17036713479814,-5.905087739643281,258.5894701404355,237.77983313329577,-8.047364417367172
13B,4096,10.725122548499575,11.671363988170924,0.9462414396713488,0.23056199999999988,0.7156794396713488,6.131926314668098,4.104065022299205,329.60216949152544,398.8217006802721,69.21953118874666,1410.0,1317.5,92.5,7.020872865275142,289.7922235635748,272.014216859884,-6.134742501049422,258.29969181541514,237.3583628929515,-8.107376658207022
13B,8192,22.839489924358844,24.85297831383434,2.0134883894754942,0.4719389999999985,1.5415493894754957,6.2026746654238885,4.266416612052618,327.0593898305085,397.35388513513516,70.29449530462665,1410.0,1316.9594594594594,93.04054054054063,7.064799138063729,291.0248762331712,272.5747495430866,-6.33970776962111,257.63224577639875,236.7599169522706,-8.101597981738443
13B,16384,51.41185831021646,55.77388159171851,4.362023281502047,0.9603899999999959,3.4016332815020514,6.098971748825058,4.5419290928706735,319.7969965870307,398.4675675675675,78.67057098053681,1410.0,1318.4797297297298,91.5202702702702,6.94134829733261,291.82557091370114,273.52216961496896,-6.272034777975258,255.6368925359054,235.6437695000142,-7.820906770364947
13B,32768,126.15402995531136,136.2862967759032,10.132266820591838,1.9343480000000126,8.197918820591825,6.015218708357552,5.23807857768704,303.6693624161074,394.2846440677966,90.6152816516892,1410.0,1320.5084745762713,89.49152542372872,6.777050442818629,292.27232796981116,275.24047169627414,-5.827392689497528,251.93878900245042,233.20828496045516,-7.434545556148198
34B,128,1.2075795877659332,1.2272945358725567,0.019714948106623442,0.014080000000000382,0.00563494810662306,0.45913576097011144,1.4002093825726496,326.9530272108844,387.94880546075086,60.995778249866476,1410.0,1402.320819112628,7.679180887372013,0.5476051401869159,151.13408433633245,150.45989512752953,-0.4460868054770359,146.93684405204857,144.57648786144787,-1.606374633828805
34B,256,1.66364782050045,1.7892619666308416,0.12561414613039168,0.01897499999999991,0.10663914613039177,5.959951539750883,6.619981350745311,383.3177288135593,401.1145659163987,17.79683710283939,1410.0,1319.710610932476,90.2893890675241,6.8416051458226725,224.54272426160568,213.13618888111466,-5.079895337513465,213.63460082620526,198.63650190767638,-7.020444656682765
34B,512,3.194763850339511,3.4238751242215923,0.22911127388208152,0.03791899999999941,0.1911922738820821,5.584090159408167,6.042123312378625,368.08342465753424,399.343890784983,31.26046612744875,1409.6917808219177,1329.9829351535836,79.7088456683341,5.993223188170417,236.34224090028712,224.86892916337396,-4.854532855916245,223.16922099523308,208.2356785445241,-6.691577980203626
34B,1024,5.724716916691166,6.24269961654765,0.5179826998564847,0.07785500000000048,0.44012769985648426,7.050278355374154,6.653171920319588,376.6849828178694,398.44361774744027,21.75863492957086,1409.7422680412371,1307.6621160409557,102.08015200028149,7.806309500602246,267.7554312648042,250.48220981048,-6.451118982995113,250.58633902008708,229.79415031878943,-8.2974150875922
34B,2048,10.938511556696707,12.094493205715422,1.155981649018715,0.17868799999999965,0.9772936490187153,8.080484501466184,6.469274092377312,381.0490136054422,396.029693877551,14.98068027210877,1410.0,1290.8163265306123,119.18367346938771,9.233201581027664,285.7270893883977,263.0682056077307,-7.930253945878429,265.4320408657867,240.06226611925692,-9.557917221967099
34B,4096,22.55355922550775,24.91142242506612,2.35786319955837,0.371520999999997,1.986342199558373,7.973620155706949,6.34651392399996,378.5890847457627,396.4751525423729,17.886067796610178,1410.0,1291.4237288135594,118.57627118644064,9.181825340577996,284.268245622726,261.88336259680545,-7.874563329042816,263.5638032601559,238.61752031256088,-9.464988226388318
34B,8192,45.54411624276051,50.892062151757216,5.3479459089967065,0.7678450000000048,4.580100908996702,8.999637105171928,6.964876907444436,385.7052364864865,397.604406779661,11.899170293174507,1410.0,1278.0,132.0,10.328638497652582,298.04575745366134,271.10997997401665,-9.03746381420394,273.1057386347055,244.4066713165115,-10.508408743684676
34B,16384,100.11200103520726,111.92964451577238,11.817643480565124,1.549097999999998,10.268545480565127,9.174107114329441,7.62872554258358,396.91945945945946,397.6088628762542,0.6894034167947325,1410.0,1278.160535117057,131.83946488294305,10.314781380014121,298.9925380445506,272.2318875236737,-8.950273707797175,270.45451084249163,241.89965389932658,-10.558099716737555
34B,32768,237.43820761760267,263.7843096268956,26.346102009292935,3.1172020000000047,23.22890000929293,8.806020358886615,8.451843034007066,364.7789144736842,396.0778321678321,31.298917694147917,1410.0,1281.188811188811,128.8111888111889,10.054036351727534,299.30904774602755,272.2263581536308,-9.048403246191599,265.11140811198294,238.63275890109966,-9.987744171197155
70B,128,1.7703609769070099,1.7890611160201195,0.018700139113109637,0.01440000000000009,0.0043001391131095475,0.24035730666795113,1.2986207717437168,291.0033220338983,359.32254237288134,68.31922033898303,1410.0,1410.0,0.0,0.0,127.09695593368932,126.78032515184479,-0.2491253858272735,123.88087376799409,122.58601047228487,-1.045248759008803
70B,256,2.0764680547518393,2.2282035188805875,0.15173546412874828,0.019167999999999893,0.13256746412874837,5.949522249895201,7.916082227084157,387.2695254237288,395.4422297297297,8.172704306000924,1410.0,1314.070945945946,95.92905405405395,7.300142686359947,223.00677343568478,211.54125679061855,-5.141331121214974,211.49595791517487,197.09357632673922,-6.809766829781229
70B,512,3.8630362039792443,4.149537371552508,0.28650116757326405,0.0386880000000001,0.24781316757326394,5.972067374839598,7.4054272015421665,377.08230508474577,399.48318493150686,22.400879846761086,1410.0,1324.5719178082193,85.42808219178073,6.449486135350002,241.81661372957444,228.89524016739728,-5.343459807367598,227.92348758757086,212.1867103364774,-6.90441227345962
70B,1024,7.097330044988277,7.707586804071719,0.610256759083442,0.08160100000000012,0.5286557590834419,6.858901138864459,7.478545104636477,378.3195563139932,397.6857931034483,19.366236789455115,1409.8976109215016,1308.5689655172414,101.32864540426021,7.743470009943862,266.2116194878686,248.85209068578504,-6.520950826819419,249.32520989601562,229.58460905470386,-7.917611239370796
70B,2048,13.522036506887105,14.880146860812248,1.3581103539251433,0.178112000000001,1.1799983539251424,7.930018197822619,7.625035673762215,384.33459183673466,398.4799661016949,14.145374264960253,1410.0,1294.5254237288136,115.47457627118638,8.92022467496759,284.1078740260184,262.32091062420636,-7.668553177733049,264.2683550576096,240.1485938364549,-9.126995631352335
70B,4096,27.492246321411034,30.335696225235125,2.843449903824091,0.3704970000000012,2.4729529038240896,8.151956973273396,7.674690763552962,382.7571186440678,396.0259246575343,13.268806013466474,1410.0,1290.1541095890411,119.84589041095887,9.289269360939675,285.6090178948021,262.3777797937551,-8.13393017919473,264.95949285915367,240.12409633837376,-9.373280516498358
70B,8192,55.717271703071205,61.937202709183715,6.21993100611251,0.7676209999999992,5.452310006112511,8.802964563499849,8.102867178089861,389.03310810810814,397.25187713310584,8.218769024997698,1410.0,1280.8873720136519,129.11262798634812,10.079936051159072,294.91110358235636,268.8887935313609,-8.823781042794323,271.34169778120446,244.0927009673674,-10.042318241779856
70B,16384,120.06803291849792,133.6835813179443,13.615548399446368,1.550056000000004,12.065492399446363,9.025410809986145,8.783907419761823,383.29738983050845,398.3039446366782,15.006554806169731,1410.0,1279.8269896193772,130.17301038062283,10.17114121177711,296.85825075286584,269.66081148912474,-9.161759592251636,270.14568879349787,242.63160169014824,-10.184906976021251
70B,32768,278.76387518534267,308.69404170662165,29.930166521278977,3.106510000000009,26.82365652127897,8.689398853629895,9.634659640972954,366.17741721854304,405.1336513157895,38.956234097246465,1404.1390728476822,1277.467105263158,126.67196758452428,9.915869227680025,295.98535879663393,269.70764365094146,-8.87804560756919,264.266006070278,238.6434656290413,-9.695738329061802
