elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,338.45,1200,1215
0.01,338.45,1200,1215
0.02,338.45,1200,1215
0.031,246.84,1215,1215
0.041,246.84,1215,1215
0.051,246.84,1215,1215
0.061,246.84,1215,1215
0.071,246.84,1215,1215
0.082,246.84,1215,1215
0.092,246.84,1215,1215
0.102,246.84,1215,1215
0.112,246.84,1215,1215
0.122,246.84,1230,1215
0.133,251.96,1230,1215
0.143,251.96,1230,1215
0.153,251.96,1230,1215
0.163,251.96,1230,1215
0.173,251.96,1230,1215
0.184,251.96,1230,1215
0.194,251.96,1230,1215
0.204,251.96,1230,1215
0.214,251.96,1230,1215
0.224,251.96,1230,1215
0.234,252.54,1230,1215
0.245,252.54,1230,1215
0.255,252.54,1230,1215
