elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,249.99,1035,1215
0.01,249.99,1035,1215
0.021,249.99,1035,1215
0.031,249.99,1035,1215
0.041,249.99,1020,1215
0.051,253.5,1020,1215
0.061,253.5,1020,1215
0.072,253.5,1020,1215
0.082,253.5,1020,1215
0.092,253.5,1020,1215
0.102,253.5,1020,1215
0.112,253.5,1020,1215
0.122,253.5,1020,1215
0.133,253.5,1020,1215
0.143,252.14,1035,1215
0.153,252.14,1035,1215
0.163,252.14,1035,1215
0.173,252.14,1035,1215
0.184,252.14,1035,1215
0.194,252.14,1035,1215
0.204,252.14,1035,1215
0.214,252.14,1035,1215
0.224,252.14,1035,1215
0.235,252.14,1035,1215
0.245,263.7,1050,1215
0.255,263.7,1050,1215
0.265,263.7,1050,1215
0.275,263.7,1050,1215
0.285,263.7,1050,1215
0.296,263.7,1050,1215
0.306,263.7,1050,1215
0.316,263.7,1050,1215
0.326,263.7,1050,1215
0.336,263.7,1050,1215
0.347,263.57,1035,1215
0.357,263.57,1035,1215
0.367,263.57,1035,1215
0.377,263.57,1035,1215
0.387,263.57,1035,1215
0.398,263.57,1035,1215
0.408,263.57,1035,1215
0.418,263.57,1035,1215
0.428,263.57,1035,1215
0.438,263.57,1005,1215
0.448,247.06,1005,1215
0.459,247.06,1005,1215
0.469,247.06,1005,1215
0.479,247.06,1005,1215
0.489,247.06,1005,1215
0.499,247.06,1005,1215
0.51,247.06,1005,1215
0.52,247.06,1005,1215
0.53,247.06,1005,1215
0.54,230.91,1020,1215
0.55,230.91,1020,1215
0.561,230.91,1020,1215
0.571,230.91,1020,1215
0.581,230.91,1020,1215
0.591,230.91,1020,1215
0.601,230.91,1020,1215
0.611,230.91,1020,1215
0.622,230.91,1020,1215
0.632,230.91,1020,1215
0.642,255.76,1035,1215
0.652,255.76,1035,1215
0.662,255.76,1035,1215
0.673,255.76,1035,1215
0.683,255.76,1035,1215
0.693,255.76,1035,1215
0.703,255.76,1035,1215
0.713,255.76,1035,1215
0.723,255.76,1035,1215
0.734,255.76,1035,1215
0.744,242.04,1005,1215
0.754,242.04,1005,1215
0.764,242.04,1005,1215
0.774,242.04,1005,1215
0.785,242.04,1005,1215
0.795,242.04,1005,1215
0.805,242.04,1005,1215
0.815,242.04,1005,1215
0.825,242.04,1005,1215
0.835,242.04,1005,1215
0.846,250.09,1020,1215
0.856,250.09,1020,1215
0.866,250.09,1020,1215
0.876,250.09,1020,1215
0.886,250.09,1020,1215
0.897,250.09,1020,1215
0.907,250.09,1020,1215
0.917,250.09,1020,1215
0.927,250.09,1020,1215
0.937,250.09,1035,1215
0.948,261.62,1035,1215
0.958,261.62,1035,1215
0.968,261.62,1035,1215
0.978,261.62,1035,1215
0.988,261.62,1035,1215
0.998,261.62,1035,1215
1.009,261.62,1035,1215
1.019,261.62,1035,1215
1.029,261.62,1035,1215
1.039,261.62,1035,1215
1.049,258.19,1035,1215
1.06,258.19,1035,1215
1.07,258.19,1035,1215
1.08,258.19,1035,1215
1.09,258.19,1035,1215
1.1,258.19,1035,1215
1.11,258.19,1035,1215
1.121,258.19,1035,1215
1.131,258.19,1035,1215
1.141,252.93,1035,1215
1.151,252.93,1035,1215
1.161,252.93,1035,1215
1.172,252.93,1035,1215
1.182,252.93,1035,1215
1.192,252.93,1035,1215
1.202,252.93,1035,1215
1.212,252.93,1035,1215
1.222,252.93,1035,1215
1.233,252.93,1035,1215
1.243,241.48,1020,1215
1.253,241.48,1020,1215
1.263,241.48,1020,1215
1.273,241.48,1020,1215
1.284,241.48,1020,1215
