elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,257.42,1140,1215
0.01,257.42,1140,1215
0.02,257.42,1140,1215
0.031,257.42,1140,1215
0.041,257.42,1170,1215
0.051,255.84,1170,1215
0.061,255.84,1170,1215
0.072,255.84,1170,1215
0.082,255.84,1170,1215
0.092,255.84,1170,1215
0.102,255.84,1170,1215
0.112,255.84,1170,1215
0.123,255.84,1170,1215
0.133,255.84,1170,1215
0.143,255.84,1155,1215
0.154,245.62,1155,1215
0.164,245.62,1155,1215
0.174,245.62,1155,1215
0.184,245.62,1155,1215
0.194,245.62,1155,1215
0.205,245.62,1155,1215
0.215,245.62,1155,1215
0.225,245.62,1155,1215
0.235,245.62,1155,1215
