unit_index,cuda_start_ms,cuda_end_ms,cuda_duration_ms,monitor_start_s,monitor_end_s,tflops_s
0,0.4362240135669708,252.53375244140625,252.0975341796875,2.0018884315788745,2.253985960006714,34.89162657155707
1,252.53683471679688,284.3565979003906,31.81977653503418,2.2539890422821047,2.2858088054656984,276.43478302002956
2,284.3607177734375,316.74676513671875,32.38604736328125,2.285812925338745,2.3181989727020262,271.6013140949352
3,316.74981689453125,350.0339050292969,33.284095764160156,2.318202024459839,2.3514861125946043,264.2731556997714
4,350.03802490234375,383.5914306640625,33.553409576416016,2.3514902324676514,2.3850436382293703,262.15198792764676
5,383.59552001953125,417.0834045410156,33.48787307739258,2.3850477275848387,2.4185356121063233,262.6650250937011
6,417.0864562988281,450.39923095703125,33.312767028808594,2.418538663864136,2.451851438522339,264.0457039969455
7,450.4033203125,483.3013610839844,32.898048400878906,2.451855527877808,2.484753568649292,267.37431093246863
8,483.304443359375,516.0703735351562,32.765953063964844,2.4847566509246826,2.517522581100464,268.45222554755225
9,516.0745239257812,548.832275390625,32.75775909423828,2.5175267314910887,2.5502844829559326,268.51937572723443
10,548.8363647460938,581.592041015625,32.75571060180664,2.5502885723114015,2.583044248580933,268.5361685214929
11,581.5951538085938,614.3590698242188,32.7639045715332,2.583047361373901,2.6158112773895263,268.4690099436577
12,614.3631591796875,647.1239624023438,32.760833740234375,2.6158153667449953,2.6485761699676513,268.49417484162814
13,647.1280517578125,679.8796997070312,32.751617431640625,2.6485802593231202,2.6813319072723387,268.56972913069893
14,679.8827514648438,712.6353759765625,32.75263977050781,2.6813349590301514,2.71408758354187,268.56134601182475
15,712.6384887695312,745.3941650390625,32.75571060180664,2.714090696334839,2.74684637260437,268.5361685214929
16,745.3982543945312,778.1580810546875,32.75980758666992,2.7468504619598386,2.7796102886199954,268.50258503310505
17,778.1611328125,810.9168701171875,32.75571060180664,2.7796133403778076,2.812369077682495,268.5361685214929
18,810.9209594726562,843.6797485351562,32.758785247802734,2.812373167037964,2.845131956100464,268.51096448388574
19,843.683837890625,876.4415893554688,32.75775909423828,2.8451360454559325,2.8778937969207763,268.51937572723443
20,876.4456787109375,909.20654296875,32.760833740234375,2.877897886276245,2.9106587505340578,268.49417484162814
21,909.2106323242188,941.96630859375,32.75571060180664,2.9106628398895262,2.9434185161590576,268.5361685214929
22,941.970458984375,974.7261352539062,32.75571060180664,2.9434226665496825,2.976178342819214,268.5361685214929
23,974.730224609375,1007.4859619140625,32.75571060180664,2.9761824321746824,3.00893816947937,268.5361685214929
24,1007.4900512695312,1040.2559814453125,32.765953063964844,3.008942258834839,3.0417081890106203,268.45222554755225
25,1040.2601318359375,1073.017822265625,32.75775909423828,3.0417123394012453,3.0744700298309326,268.51937572723443
26,1073.0208740234375,1105.786865234375,32.765953063964844,3.074473081588745,3.1072390727996826,268.45222554755225
27,1105.7899169921875,1138.9368896484375,33.146881103515625,3.1072421245574953,3.1403890972137454,265.3671395127148
28,1138.94091796875,1172.4442138671875,33.503231048583984,3.1403931255340574,3.173896421432495,262.54461873998173
29,1172.4482421875,1206.4471435546875,33.99884796142578,3.1739004497528076,3.207899351119995,258.7173845474947
30,1206.4501953125,1240.306640625,33.856510162353516,3.2079024028778074,3.2417588481903077,259.8050708719751
31,1240.310791015625,1273.548828125,33.238014221191406,3.2417629985809326,3.2750010356903076,264.63954686558606
32,1273.5518798828125,1306.3167724609375,32.76492691040039,3.27500408744812,3.3077689800262453,268.4606331111913
33,1306.31982421875,1339.7841796875,33.46432113647461,3.3077720317840575,3.341236387252808,262.8498867894455
34,1339.7872314453125,1373.0733642578125,33.2861442565918,3.34123943901062,3.37452557182312,264.25689182867944
35,1373.0775146484375,1406.2479248046875,33.170433044433594,3.374529722213745,3.407700132369995,265.1787213759059
36,1406.2509765625,1439.647705078125,33.39673614501953,3.407703184127808,3.4410999126434323,263.3818162353498
37,1439.65185546875,1472.87548828125,33.22367858886719,3.4411040630340577,3.474327695846558,264.75373576348807
