elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,252.15,1170,1215
0.01,252.15,1170,1215
0.021,252.15,1170,1215
0.031,252.15,1170,1215
0.041,252.15,1170,1215
0.051,252.15,1170,1215
0.061,252.15,1170,1215
0.071,252.15,1170,1215
0.082,252.15,1170,1215
0.092,250.1,1170,1215
0.102,250.1,1170,1215
0.112,250.1,1170,1215
0.122,250.1,1170,1215
0.132,250.1,1170,1215
0.143,250.1,1170,1215
0.153,250.1,1170,1215
0.163,250.1,1170,1215
0.173,250.1,1170,1215
0.183,250.1,1170,1215
0.194,250.51,1170,1215
0.204,250.51,1170,1215
0.214,250.51,1170,1215
0.224,250.51,1170,1215
0.234,250.51,1170,1215
0.245,250.51,1170,1215
0.255,250.51,1170,1215
0.265,250.51,1170,1215
0.275,250.51,1170,1215
0.285,255.12,1170,1215
0.296,255.12,1170,1215
0.306,255.12,1170,1215
0.316,255.12,1170,1215
0.326,255.12,1170,1215
0.336,255.12,1170,1215
0.347,255.12,1170,1215
0.357,255.12,1170,1215
0.367,255.12,1170,1215
0.377,255.12,1170,1215
0.387,249.85,1155,1215
0.398,249.85,1155,1215
0.408,249.85,1155,1215
0.418,249.85,1155,1215
0.428,249.85,1155,1215
0.438,249.85,1155,1215
0.448,249.85,1155,1215
0.459,249.85,1155,1215
0.469,249.85,1155,1215
0.479,249.85,1155,1215
0.489,224.26,1125,1215
0.499,224.26,1125,1215
0.51,224.26,1125,1215
0.52,224.26,1125,1215
0.53,224.26,1125,1215
0.54,224.26,1125,1215
0.55,224.26,1125,1215
0.561,224.26,1125,1215
0.571,224.26,1125,1215
0.581,224.26,1125,1215
0.591,250.95,1170,1215
0.601,250.95,1170,1215
0.612,250.95,1170,1215
0.622,250.95,1170,1215
0.632,250.95,1170,1215
0.642,250.95,1170,1215
0.652,250.95,1170,1215
0.663,250.95,1170,1215
0.673,250.95,1170,1215
0.683,250.95,1170,1215
0.693,247.86,1170,1215
0.703,247.86,1170,1215
0.713,247.86,1170,1215
0.724,247.86,1170,1215
0.734,247.86,1170,1215
0.744,247.86,1170,1215
0.754,247.86,1170,1215
0.764,247.86,1170,1215
0.775,247.86,1170,1215
0.785,247.86,1170,1215
0.795,250.19,1170,1215
0.805,250.19,1170,1215
0.815,250.19,1170,1215
0.825,250.19,1170,1215
0.836,250.19,1170,1215
0.846,250.19,1170,1215
0.856,250.19,1170,1215
