elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,110.86,1245,1215
0.01,110.86,1305,1215
0.02,235.78,1305,1215
0.031,235.78,1305,1215
0.041,235.78,1305,1215
0.051,235.78,1305,1215
0.061,235.78,1305,1215
0.071,235.78,1305,1215
0.081,235.78,1305,1215
0.092,235.78,1305,1215
0.102,235.78,1305,1215
0.112,247.94,1320,1215
0.122,247.94,1320,1215
0.132,247.94,1320,1215
0.142,247.94,1320,1215
0.153,247.94,1320,1215
0.163,247.94,1320,1215
0.173,247.94,1320,1215
0.183,247.94,1320,1215
0.193,247.94,1320,1215
0.204,247.94,1320,1215
0.214,251.87,1320,1215
0.224,251.87,1320,1215
0.234,251.87,1320,1215
0.244,251.87,1320,1215
0.255,251.87,1320,1215
