elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,251.63,1335,1215
0.01,251.63,1335,1215
0.02,251.63,1335,1215
0.031,251.03,1335,1215
0.041,251.03,1335,1215
0.051,251.03,1335,1215
0.061,251.03,1335,1215
0.072,251.03,1335,1215
0.082,251.03,1335,1215
0.092,251.03,1335,1215
0.102,251.03,1335,1215
0.113,251.03,1335,1215
0.123,251.03,1335,1215
0.133,260.37,1335,1215
0.143,260.37,1335,1215
0.154,260.37,1335,1215
0.164,260.37,1335,1215
0.174,260.37,1335,1215
0.184,260.37,1335,1215
0.194,260.37,1335,1215
0.205,260.37,1335,1215
