elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,257.54,1020,1215
0.01,257.54,1020,1215
0.02,257.54,1020,1215
0.031,257.54,1020,1215
0.041,257.54,1020,1215
0.051,257.54,1020,1215
0.061,257.54,1020,1215
0.071,245.89,765,1215
0.082,245.89,765,1215
0.092,245.89,765,1215
0.102,245.89,765,1215
0.112,245.89,765,1215
0.122,245.89,765,1215
0.133,245.89,765,1215
0.143,245.89,765,1215
0.153,245.89,765,1215
0.163,245.89,765,1215
0.173,217.0,750,1215
0.184,217.0,750,1215
0.194,217.0,750,1215
0.204,217.0,750,1215
0.214,217.0,750,1215
0.224,217.0,750,1215
0.235,217.0,750,1215
0.245,217.0,750,1215
0.255,217.0,750,1215
0.265,217.0,750,1215
0.275,220.45,750,1215
0.286,220.45,750,1215
0.296,220.45,750,1215
0.306,220.45,750,1215
0.316,220.45,750,1215
0.326,220.45,750,1215
0.337,220.45,750,1215
0.347,220.45,750,1215
0.357,220.45,750,1215
0.367,220.45,750,1215
0.377,214.56,750,1215
0.387,214.56,750,1215
0.398,214.56,750,1215
