elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,390.27,1305,1215
0.011,390.27,1305,1215
0.021,390.27,1305,1215
0.031,395.22,1320,1215
0.041,395.22,1320,1215
0.051,395.22,1320,1215
0.061,395.22,1320,1215
0.072,395.22,1320,1215
0.082,395.22,1320,1215
0.092,395.22,1320,1215
0.102,395.22,1320,1215
0.112,395.22,1320,1215
0.123,395.22,1320,1215
0.133,408.18,1305,1215
0.143,408.18,1305,1215
0.153,408.18,1305,1215
0.163,408.18,1305,1215
0.174,408.18,1305,1215
0.184,408.18,1305,1215
0.194,408.18,1305,1215
0.204,408.18,1305,1215
0.214,408.18,1305,1215
0.224,408.18,1305,1215
0.235,402.43,1305,1215
0.245,402.43,1305,1215
0.255,402.43,1305,1215
0.265,402.43,1305,1215
0.275,402.43,1305,1215
0.286,402.43,1305,1215
0.296,402.43,1305,1215
0.306,402.43,1305,1215
0.316,402.43,1305,1215
0.326,402.43,1305,1215
0.336,395.76,1305,1215
0.347,395.76,1305,1215
0.357,395.76,1305,1215
0.367,395.76,1305,1215
0.377,395.76,1305,1215
0.387,395.76,1305,1215
0.397,395.76,1305,1215
0.408,395.76,1305,1215
0.418,395.76,1305,1215
0.428,395.76,1305,1215
0.438,390.0,1305,1215
0.448,390.0,1305,1215
0.459,390.0,1305,1215
0.469,390.0,1305,1215
0.479,390.0,1305,1215
0.489,390.0,1305,1215
0.499,390.0,1305,1215
0.51,390.0,1305,1215
0.52,390.0,1305,1215
0.53,390.0,1305,1215
0.54,394.18,1305,1215
0.55,394.18,1305,1215
0.561,394.18,1305,1215
0.571,394.18,1305,1215
0.581,394.18,1305,1215
0.591,394.18,1305,1215
0.601,394.18,1305,1215
0.611,394.18,1305,1215
0.622,394.18,1305,1215
0.632,396.08,1305,1215
0.642,396.08,1305,1215
0.652,396.08,1305,1215
0.662,396.08,1305,1215
0.672,396.08,1305,1215
0.683,396.08,1305,1215
0.693,396.08,1305,1215
0.703,396.08,1305,1215
0.713,396.08,1305,1215
0.724,396.08,1305,1215
0.734,395.76,1305,1215
0.744,395.76,1305,1215
0.754,395.76,1305,1215
0.764,395.76,1305,1215
0.774,395.76,1305,1215
0.785,395.76,1305,1215
0.795,395.76,1305,1215
0.805,395.76,1305,1215
0.815,395.76,1305,1215
0.825,395.76,1305,1215
0.835,396.62,1305,1215
0.846,396.62,1305,1215
0.856,396.62,1305,1215
0.866,396.62,1305,1215
0.876,396.62,1305,1215
0.886,396.62,1305,1215
0.897,396.62,1305,1215
0.907,396.62,1305,1215
0.917,396.62,1305,1215
0.927,396.62,1305,1215
0.937,392.58,1305,1215
0.947,392.58,1305,1215
0.958,392.58,1305,1215
0.968,392.58,1305,1215
0.978,392.58,1305,1215
0.988,392.58,1305,1215
0.998,392.58,1305,1215
1.008,392.58,1305,1215
1.019,392.58,1305,1215
1.029,392.58,1305,1215
1.039,397.03,1305,1215
1.049,397.03,1305,1215
1.059,397.03,1305,1215
1.07,397.03,1305,1215
1.08,397.03,1305,1215
1.09,397.03,1305,1215
1.1,397.03,1305,1215
1.11,397.03,1305,1215
1.12,397.03,1305,1215
1.131,398.07,1305,1215
1.141,398.07,1305,1215
1.151,398.07,1305,1215
1.161,398.07,1305,1215
1.171,398.07,1305,1215
1.181,398.07,1305,1215
