elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,294.3,1410,1215
0.01,294.3,1410,1215
0.021,294.3,1410,1215
0.031,294.3,1410,1215
0.041,294.3,1410,1215
0.052,294.3,1410,1215
0.062,294.3,1410,1215
0.072,294.3,1410,1215
0.082,294.3,1410,1215
0.093,277.5,1410,1215
0.103,277.5,1410,1215
0.113,277.5,1410,1215
0.124,277.5,1410,1215
0.134,277.5,1410,1215
0.144,277.5,1410,1215
0.154,277.5,1410,1215
0.165,277.5,1410,1215
0.175,277.5,1410,1215
0.185,279.55,1410,1215
0.195,279.55,1410,1215
0.205,279.55,1410,1215
0.216,279.55,1410,1215
0.226,279.55,1410,1215
0.236,279.55,1410,1215
0.246,279.55,1410,1215
0.256,279.55,1410,1215
0.267,279.55,1410,1215
