shape_name,target_gemm_phase_ms,estimated_gemm_unit_ms,requested_gemm_steps,status,error,run_timestamp_utc,m,n,k,dtype,gemm_steps_per_phase,norm_steps_per_phase,cycles,target_active_s,analysis_window_s,probe_cycle_ms,active_cuda_ms,active_wall_s,tail_start_cuda_ms,tail_end_cuda_ms,tail_window_cuda_ms,gemm_phase_count_total,norm_phase_count_total,gemm_phase_count_tail,norm_phase_count_tail,gemm_phase_cuda_total_ms_tail,norm_phase_cuda_total_ms_tail,avg_gemm_phase_ms_tail,avg_norm_phase_ms_tail,gemm_units_tail,norm_units_tail,gemm_flops_per_unit,gemm_tflops_s_tail,avg_power_watts_tail,max_power_watts_tail,min_power_watts_tail,avg_gpu_clock_mhz_tail,max_gpu_clock_mhz_tail,min_gpu_clock_mhz_tail,monitor_sample_count_tail,avg_gemm_phase_power_watts_tail,avg_norm_phase_power_watts_tail,avg_gemm_phase_clock_mhz_tail,avg_norm_phase_clock_mhz_tail,monitor_csv,phase_events_csv,eps,source_run
llama7b_s4096,300.0,3.4088961283365884,88,ok,,2026-04-29T08:49:37.359485Z,4096,4096,11008,bfloat16,88,1,180,30.0,20.0,250.39053344726562,44063.69140625,44.06391191482544,24063.69140625,44063.69140625,20000.0,180,180,81,82,19824.0818939209,7.8069761991500854,244.7417517768012,0.09520702681890349,7128,82,738734374912.0,265.62131111794264,398.27915392456674,415.17,385.84,1324.7018348623853,1335.0,1320.0,1962,398.2954633208087,408.51,1324.7315217391304,1335.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g88_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g88_n1.csv,1e-06,20260429T084814Z
