shape_name,target_gemm_phase_ms,estimated_gemm_unit_ms,requested_gemm_steps,status,error,run_timestamp_utc,m,n,k,dtype,gemm_steps_per_phase,norm_steps_per_phase,cycles,target_active_s,analysis_window_s,probe_cycle_ms,active_cuda_ms,active_wall_s,tail_start_cuda_ms,tail_end_cuda_ms,tail_window_cuda_ms,gemm_phase_count_total,norm_phase_count_total,gemm_phase_count_tail,norm_phase_count_tail,gemm_phase_cuda_total_ms_tail,norm_phase_cuda_total_ms_tail,avg_gemm_phase_ms_tail,avg_norm_phase_ms_tail,gemm_units_tail,norm_units_tail,gemm_flops_per_unit,gemm_tflops_s_tail,avg_power_watts_tail,max_power_watts_tail,min_power_watts_tail,avg_gpu_clock_mhz_tail,max_gpu_clock_mhz_tail,min_gpu_clock_mhz_tail,monitor_sample_count_tail,avg_gemm_phase_power_watts_tail,avg_norm_phase_power_watts_tail,avg_gemm_phase_clock_mhz_tail,avg_norm_phase_clock_mhz_tail,monitor_csv,phase_events_csv,eps,source_run
llama70b_s8192,1000.0,29.54376475016276,34,ok,,2026-04-29T09:27:05.409857Z,8192,8192,28672,bfloat16,34,1,46,30.0,20.0,996.1564331054688,40778.24609375,40.778595209121704,20778.24609375,40778.24609375,20000.0,46,46,22,23,19491.34942626953,8.96000000834465,885.9704284667969,0.38956521775411523,748,23,7696581394432.0,295.3639974909106,356.52282807731433,360.15,353.39,1410.0,1410.0,1410.0,1966,356.5325671515218,355.33500000000004,1410.0,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama70b_s8192/monitor/g34_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama70b_s8192/phase_events/g34_n1.csv,1e-06,20260429T084814Z
llama70b_s8192,1400.0,29.54376475016276,47,ok,,2026-04-29T09:27:48.526104Z,8192,8192,28672,bfloat16,47,1,33,30.0,20.0,1375.477783203125,40438.828125,40.4390504360199,20438.828125,40438.828125,20000.0,33,33,16,17,19597.6181640625,6.633471995592117,1224.8511352539062,0.3902042350348304,752,17,7696581394432.0,295.3332981671418,362.3103256997456,365.63,359.56,1410.0,1410.0,1410.0,1965,362.29625493994087,362.865,1410.0,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama70b_s8192/monitor/g47_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama70b_s8192/phase_events/g47_n1.csv,1e-06,20260429T084814Z
llama70b_s8192,1800.0,29.54376475016276,61,ok,,2026-04-29T09:28:31.658345Z,8192,8192,28672,bfloat16,61,1,26,30.0,20.0,1751.32568359375,41420.9921875,41.42126822471619,21420.9921875,41420.9921875,20000.0,26,26,12,13,19114.78369140625,5.051392108201981,1592.8986409505208,0.3885686237078447,732,13,7696581394432.0,294.74032621447606,398.89339449541285,408.07,383.71,1407.4388379204893,1410.0,1395.0,1962,398.88682533379347,406.89,1407.3971280286387,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama70b_s8192/monitor/g61_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama70b_s8192/phase_events/g61_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,20.0,3.389439900716146,6,ok,,2026-04-29T11:23:41.383625Z,4096,4096,11008,bfloat16,6,1,2215,30.0,20.0,20.318208694458008,38707.8671875,38.707894802093506,18707.8671875,38707.8671875,20000.0,2215,2215,1142,1143,19881.372562408447,109.25261092185974,17.40925793555906,0.09558408654580905,6852,1143,738734374912.0,254.60052725272362,398.4865936863544,410.82,381.02,1269.5850305498982,1275.0,1260.0,1964,398.48859457092817,401.29571428571427,1269.6081436077059,1266.4285714285713,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g6_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g6_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,30.0,3.4088961283365884,9,ok,,2026-04-29T08:48:15.740657Z,4096,4096,11008,bfloat16,9,1,1538,30.0,20.0,29.264896392822266,40247.0859375,40.24727010726929,20247.0859375,40247.0859375,20000.0,1538,1538,764,765,19919.943696975708,73.21600197255611,26.073224734261398,0.09570719212098838,6876,765,738734374912.0,254.99758629669716,398.5522040816326,417.9,378.31,1272.4591836734694,1290.0,1260.0,1960,398.5484860383944,408.2733333333333,1272.4803664921467,1285.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g9_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g9_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,40.0,3.389439900716146,12,ok,,2026-04-29T11:24:22.563773Z,4096,4096,11008,bfloat16,12,1,1107,30.0,20.0,40.66815948486328,38702.94921875,38.70309901237488,18702.94921875,38702.94921875,20000.0,1107,1107,572,573,19936.018409729004,54.654977425932884,34.85317903798777,0.09538390475729998,6864,573,738734374912.0,254.34731475375352,398.08253054989814,412.7,379.76,1268.5768839103869,1275.0,1260.0,1964,398.1011611305361,401.425,1268.5861013986014,1269.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g12_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g12_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,60.0,3.389439900716146,18,ok,,2026-04-29T11:25:03.062416Z,4096,4096,11008,bfloat16,18,1,745,30.0,20.0,60.424190521240234,38970.91796875,38.97106146812439,18970.91796875,38970.91796875,20000.0,745,745,382,383,19941.14560699463,36.54451295733452,52.20195185077128,0.0954164829173225,6876,383,738734374912.0,254.7264666736697,398.3876872134488,412.11,381.21,1270.3616912888435,1275.0,1260.0,1963,398.3767678883072,0.0,1270.3678010471203,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g18_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g18_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,80.0,3.389439900716146,24,ok,,2026-04-29T11:25:43.612819Z,4096,4096,11008,bfloat16,24,1,674,30.0,20.0,66.78630065917969,46916.09765625,46.91626715660095,26916.09765625,46916.09765625,20000.0,674,674,287,288,19952.544815063477,27.485184721648693,69.5210620733919,0.0954346691723913,6888,288,738734374912.0,255.02523219756358,398.5209623217923,408.67,380.62,1271.6471486761711,1290.0,1260.0,1964,398.52164094906254,395.365,1271.6699850671978,1275.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g24_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g24_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,100.0,3.389439900716146,30,ok,,2026-04-29T11:26:32.173008Z,4096,4096,11008,bfloat16,30,1,539,30.0,20.0,83.58707427978516,46993.08203125,46.99327731132507,26993.08203125,46993.08203125,20000.0,539,539,229,230,19932.461059570312,21.96070457994938,87.04131467061272,0.09548132426064948,6870,230,738734374912.0,254.61507941633204,398.1954915944982,408.07,378.63,1270.514518593989,1275.0,1260.0,1963,398.2393953178069,394.345,1270.4930858806406,1267.5,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g30_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g30_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,120.0,3.389439900716146,35,ok,,2026-04-29T11:27:20.714456Z,4096,4096,11008,bfloat16,35,1,461,30.0,20.0,97.8124771118164,44233.76953125,44.23394322395325,24233.76953125,44233.76953125,20000.0,461,461,218,219,19930.265625,20.71552048623562,91.4232368119266,0.09459141774536813,7630,219,738734374912.0,282.8132543054634,335.0274300254453,336.21,334.14,1410.0,1410.0,1410.0,1965,335.0245992609582,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g35_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g35_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,150.0,3.389439900716146,44,ok,,2026-04-29T11:28:06.423596Z,4096,4096,11008,bfloat16,44,1,364,30.0,20.0,123.92652893066406,41882.265625,41.88238978385925,21882.265625,41882.265625,20000.0,364,364,173,174,19885.833206176758,16.45158438384533,114.9470127524668,0.09454933553934097,7612,174,738734374912.0,282.77648733790556,335.0616386768448,335.95,334.41,1410.0,1410.0,1410.0,1965,335.0632593273778,334.87,1410.0,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g44_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g44_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,180.0,3.389439900716146,53,ok,,2026-04-29T11:28:49.729967Z,4096,4096,11008,bfloat16,53,1,300,30.0,20.0,150.35289001464844,41577.5546875,41.57766771316528,21577.5546875,41577.5546875,20000.0,300,300,144,145,19938.45863342285,13.720576323568821,138.4615182876587,0.09462466430047463,7632,145,738734374912.0,282.7711435966954,334.75401731160895,335.95,333.82,1410.0,1410.0,1410.0,1964,334.7522638125763,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g53_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g53_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,210.0,3.389439900716146,62,ok,,2026-04-29T11:29:32.710193Z,4096,4096,11008,bfloat16,62,1,258,30.0,20.0,175.07431030273438,41848.234375,41.848353147506714,21848.234375,41848.234375,20000.0,258,258,123,124,19937.337310791016,11.729920275509357,162.09217325846353,0.09459613125410772,7626,124,738734374912.0,282.5647304482205,330.0268431771894,331.0,328.93,1410.0,1410.0,1410.0,1964,330.0243692411924,330.38,1410.0,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g62_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g62_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,240.0,3.389439900716146,71,ok,,2026-04-29T11:30:15.956444Z,4096,4096,11008,bfloat16,71,1,224,30.0,20.0,201.25286865234375,41603.921875,41.60404300689697,21603.921875,41603.921875,20000.0,224,224,107,108,19860.68684387207,10.216448239982128,185.61389573712216,0.09459674296279748,7597,108,738734374912.0,282.57658409925904,329.8761691288844,331.0,328.93,1410.0,1410.0,1410.0,1963,329.875347324698,329.53499999999997,1410.0,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g71_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g71_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,270.0,3.389439900716146,80,ok,,2026-04-29T11:30:58.954641Z,4096,4096,11008,bfloat16,80,1,199,30.0,20.0,226.7310028076172,41639.96875,41.64008450508118,21639.96875,41639.96875,20000.0,199,199,95,96,19867.49641418457,9.063424207270145,209.13154120194284,0.09441066882573068,7600,96,738734374912.0,282.5912803649867,329.89784732824427,334.76,328.93,1410.0,1410.0,1410.0,1965,329.9044927318296,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g80_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g80_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,300.0,3.389439900716146,89,ok,,2026-04-29T11:31:42.000056Z,4096,4096,11008,bfloat16,89,1,179,30.0,20.0,252.03404235839844,41648.60546875,41.64874768257141,21648.60546875,41648.60546875,20000.0,179,179,85,86,19766.726593017578,8.144896194338799,232.5497246237362,0.09470809528300929,7565,86,738734374912.0,282.72387539287246,377.8229543147208,378.9,376.0,1410.0,1410.0,1410.0,1970,377.82003805316594,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/monitor/g89_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s4096/phase_events/g89_n1.csv,1e-06,20260429T112339Z
llama7b_s4096,450.0,3.4088961283365884,132,ok,,2026-04-29T08:50:22.998323Z,4096,4096,11008,bfloat16,132,1,122,30.0,20.0,369.18475341796875,42092.3125,42.092594146728516,22092.3125,42092.3125,20000.0,122,122,57,58,19659.333587646484,5.498880133032799,344.90058925695587,0.0948082781557379,7524,58,738734374912.0,282.72766276933055,379.2327397959184,380.03,377.71,1410.0,1410.0,1410.0,1960,379.23932925422963,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g132_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g132_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,540.0,3.4088961283365884,158,ok,,2026-04-29T08:51:06.680157Z,4096,4096,11008,bfloat16,158,1,103,30.0,20.0,437.2326354980469,42536.2421875,42.53652477264404,22536.2421875,42536.2421875,20000.0,103,103,48,49,19818.348571777344,4.641792111098766,412.882261912028,0.0947304512469136,7584,49,738734374912.0,282.6956786556389,378.8097348291688,379.76,377.18,1410.0,1410.0,1410.0,1961,378.813153087216,378.63,1410.0,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g158_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g158_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,600.0,3.4088961283365884,176,ok,,2026-04-29T08:51:50.849155Z,4096,4096,11008,bfloat16,176,1,93,30.0,20.0,484.3212890625,42780.42578125,42.780638456344604,22780.42578125,42780.42578125,20000.0,93,93,43,44,19775.351776123047,4.170752100646496,459.89190177030343,0.09478982046923855,7568,44,738734374912.0,282.71263199900864,378.59865306122447,379.76,376.79,1410.0,1410.0,1410.0,1960,378.59975634504804,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g176_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g176_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,660.0,3.4088961283365884,194,ok,,2026-04-29T08:52:35.308938Z,4096,4096,11008,bfloat16,194,1,85,30.0,20.0,530.9183959960938,43099.15234375,43.0993230342865,23099.15234375,43099.15234375,20000.0,85,85,39,40,19771.368438720703,3.7908480912446976,506.95816509540265,0.09477120228111743,7566,40,738734374912.0,282.6948624172138,379.81253061224487,380.62,378.31,1410.0,1410.0,1410.0,1960,379.8140695534624,380.62,1410.0,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g194_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g194_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,800.0,3.4088961283365884,235,ok,,2026-04-29T08:53:20.084773Z,4096,4096,11008,bfloat16,235,1,71,30.0,20.0,638.340087890625,43608.63671875,43.60888910293579,23608.63671875,43608.63671875,20000.0,71,71,32,33,19651.026916503906,3.131392076611519,614.0945911407471,0.09489066898822784,7520,33,738734374912.0,282.6968037315464,380.06944841675175,381.02,379.17,1410.0,1410.0,1410.0,1958,380.0754200703899,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g235_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g235_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,1000.0,3.4088961283365884,293,ok,,2026-04-29T08:54:05.466680Z,4096,4096,11008,bfloat16,293,1,57,30.0,20.0,791.1321411132812,43647.6953125,43.6478853225708,23647.6953125,43647.6953125,20000.0,57,57,26,27,19906.13818359375,2.547712057828903,765.6206993689904,0.09435970584551494,7618,27,738734374912.0,282.71071044396945,380.3021028513238,381.21,379.36,1410.0,1410.0,1410.0,1964,380.3032696173907,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g293_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g293_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,1400.0,3.4088961283365884,411,ok,,2026-04-29T08:54:51.017617Z,4096,4096,11008,bfloat16,411,1,41,30.0,20.0,1100.516357421875,44037.62109375,44.03789567947388,24037.62109375,44037.62109375,20000.0,41,41,18,19,19332.12255859375,1.7971200421452522,1074.006808810764,0.0945852653760659,7398,19,738734374912.0,282.6982339385976,380.53675344563555,381.48,379.17,1410.0,1410.0,1410.0,1959,380.5437053681818,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g411_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g411_n1.csv,1e-06,20260429T084814Z
llama7b_s4096,1800.0,3.4088961283365884,528,ok,,2026-04-29T08:55:37.259266Z,4096,4096,11008,bfloat16,528,1,32,30.0,20.0,1406.4578857421875,44154.72265625,44.154945850372314,24154.72265625,44154.72265625,20000.0,32,32,14,15,19316.685913085938,1.4202880337834358,1379.7632795061384,0.09468586891889572,7392,15,738734374912.0,282.69468810124306,380.68675038441825,381.81,379.76,1410.0,1410.0,1410.0,1951,380.6874118389086,0.0,1410.0,0.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/monitor/g528_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s4096/phase_events/g528_n1.csv,1e-06,20260429T084814Z
llama7b_s8192,20.0,5.5091203053792315,4,ok,,2026-04-29T11:32:25.158274Z,8192,4096,11008,bfloat16,4,1,1987,30.0,20.0,22.65292739868164,46600.36328125,46.60053825378418,26600.36328125,46600.36328125,20000.0,1987,1987,852,853,19809.487800598145,161.4120967835188,23.250572535913314,0.18922871838630573,3408,853,1477468749824.0,254.1819127321482,397.31697911360163,420.22,375.14,1263.2934284258788,1275.0,1245.0,1963,397.2537010954616,400.1457142857143,1263.3274647887324,1266.4285714285713,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g4_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g4_n1.csv,1e-06,20260429T112339Z
llama7b_s8192,30.0,5.583530426025391,5,ok,,2026-04-29T08:56:24.013947Z,8192,4096,11008,bfloat16,5,1,1585,30.0,20.0,28.408832550048828,46479.23828125,46.47944235801697,26479.23828125,46479.23828125,20000.0,1585,1585,682,682,19866.046522140503,128.935936704278,29.129100472346778,0.18905562566609677,3410,682,1477468749824.0,253.60699882006486,395.8372792240939,401.85,388.41,1260.0,1260.0,1260.0,1959,395.848440860215,396.2855555555555,1260.0,1260.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s8192/monitor/g5_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s8192/phase_events/g5_n1.csv,1e-06,20260429T084814Z
llama7b_s8192,40.0,5.5091203053792315,7,ok,,2026-04-29T11:33:14.516214Z,8192,4096,11008,bfloat16,7,1,956,30.0,20.0,47.0937614440918,39045.92578125,39.046077251434326,19045.92578125,39045.92578125,20000.0,956,956,490,491,19889.549293518066,92.77952067553997,40.59091692554708,0.1889603272414256,3430,491,1477468749824.0,254.79299390398313,398.7870213849287,412.54,385.24,1265.7586558044807,1275.0,1260.0,1964,398.80283061224486,396.442,1265.7994897959184,1260.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g7_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g7_n1.csv,1e-06,20260429T112339Z
llama7b_s8192,60.0,5.5091203053792315,11,ok,,2026-04-29T11:33:55.350447Z,8192,4096,11008,bfloat16,11,1,720,30.0,20.0,62.56844711303711,46084.71875,46.08488845825195,26084.71875,46084.71875,20000.0,720,720,312,313,19900.93214416504,59.191296339035034,63.785038923605896,0.18910957296816305,3432,313,1477468749824.0,254.79574085592222,398.20319755600815,421.35,381.21,1266.1328920570265,1275.0,1260.0,1964,398.1879906898657,396.342,1266.0966117216117,1272.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g11_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g11_n1.csv,1e-06,20260429T112339Z
llama7b_s8192,80.0,5.5091203053792315,15,ok,,2026-04-29T11:34:43.116077Z,8192,4096,11008,bfloat16,15,1,525,30.0,20.0,85.8757095336914,45833.10546875,45.83327078819275,25833.10546875,45833.10546875,20000.0,525,525,229,230,19940.8660736084,43.447296395897865,87.07801778868296,0.1889012886778168,3435,230,1477468749824.0,254.5077599393894,397.814691798268,414.69,377.18,1264.3708609271523,1275.0,1245.0,1963,397.8105458515284,391.015,1264.3868267831149,1260.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g15_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g15_n1.csv,1e-06,20260429T112339Z
llama7b_s8192,100.0,5.5091203053792315,18,ok,,2026-04-29T11:35:30.504120Z,8192,4096,11008,bfloat16,18,1,448,30.0,20.0,100.55270385742188,46877.35546875,46.87751841545105,26877.35546875,46877.35546875,20000.0,448,448,191,192,19945.82933807373,36.28339220583439,104.42842585378916,0.18897600107205412,3438,192,1477468749824.0,254.66665114790703,397.904320610687,417.58,384.11,1265.030534351145,1275.0,1260.0,1965,397.9435863874346,398.77,1265.0640171346977,1266.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g18_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g18_n1.csv,1e-06,20260429T112339Z
llama7b_s8192,120.0,5.583530426025391,21,ok,,2026-04-29T08:57:13.319357Z,8192,4096,11008,bfloat16,21,1,320,30.0,20.0,140.9628143310547,39056.65625,39.05685544013977,19056.65625,39056.65625,20000.0,320,320,164,165,19953.300521850586,31.175680220127106,121.66646659664991,0.18894351648561883,3444,165,1477468749824.0,255.01557342964972,398.5939387755102,417.47,381.21,1267.392857142857,1275.0,1245.0,1960,398.5966962305987,399.56,1267.3953713968958,1267.5,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s8192/monitor/g21_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T084814Z/llama7b_s8192/phase_events/g21_n1.csv,1e-06,20260429T084814Z
llama7b_s8192,120.0,5.5091203053792315,22,ok,,2026-04-29T11:36:18.910118Z,8192,4096,11008,bfloat16,22,1,358,30.0,20.0,125.89363098144531,45732.87109375,45.73305916786194,25732.87109375,45732.87109375,20000.0,358,358,156,157,19894.667350769043,29.669376209378242,127.52991891518617,0.1889769185310716,3432,157,1477468749824.0,254.87597555633204,398.47384536610343,417.9,379.76,1266.2135176651307,1275.0,1260.0,1953,398.4695697731756,403.805,1266.2210305719923,1263.75,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g22_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g22_n1.csv,1e-06,20260429T112339Z
llama7b_s8192,150.0,5.5091203053792315,27,ok,,2026-04-29T11:37:06.120551Z,8192,4096,11008,bfloat16,27,1,290,30.0,20.0,155.1841278076172,45408.2578125,45.40841054916382,25408.2578125,45408.2578125,20000.0,290,290,127,128,19857.503143310547,24.179712116718292,156.35829246701218,0.18890400091186166,3429,128,1477468749824.0,255.12977671884067,398.1051806615776,413.82,375.41,1267.351145038168,1275.0,1245.0,1965,398.11032972440944,408.07,1267.3666338582677,1275.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g27_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g27_n1.csv,1e-06,20260429T112339Z
llama7b_s8192,180.0,5.5091203053792315,33,ok,,2026-04-29T11:37:52.983944Z,8192,4096,11008,bfloat16,33,1,239,30.0,20.0,189.07545471191406,45673.50390625,45.67366981506348,25673.50390625,45673.50390625,20000.0,239,239,104,105,19853.35809326172,19.823616102337837,190.89767397367038,0.18879634383178892,3432,105,1477468749824.0,255.40630081703748,398.49624236252544,413.29,378.9,1268.943482688391,1275.0,1245.0,1964,398.50235829959513,395.16333333333336,1268.9773110661267,1265.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g33_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g33_n1.csv,1e-06,20260429T112339Z
llama7b_s8192,210.0,5.5091203053792315,38,ok,,2026-04-29T11:38:40.097525Z,8192,4096,11008,bfloat16,38,1,208,30.0,20.0,217.12179565429688,41706.15625,41.70629382133484,21706.15625,41706.15625,20000.0,208,208,101,102,19979.262969970703,19.198976010084152,197.8144848511951,0.18822525500082501,3838,102,1477468749824.0,283.82053283684405,336.2760132382892,339.39,317.97,1410.0,1410.0,1410.0,1964,336.27505445544557,335.605,1410.0,1410.0,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/monitor/g38_n1.csv,/home/cage/wattserve/results/two_gemm_norm_shape_n1_sweep/20260429T112339Z/llama7b_s8192/phase_events/g38_n1.csv,1e-06,20260429T112339Z
