Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,11123100830,700,15890144.0,15837387.0,15763785,17221779,230023.1,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
