Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
5254368225,16533528,2203,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5270902937,2848,2212,,,,,,,,,,0.008,2876.400,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5270906905,16618391,2216,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5287540080,16532535,2252,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5304073863,2816,2261,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5304077831,16419096,2265,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5320513023,16326456,2301,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5336841239,2816,2310,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5336845303,16413273,2314,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5353274191,16328441,2350,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5369603816,2816,2359,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5369608968,16410520,2363,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5386033952,16329753,2399,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5402364921,2784,2408,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5402368857,16412728,2412,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5418796945,16325912,2448,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5435124745,2784,2457,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5435128681,16415065,2461,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5451558945,16326137,2497,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5467886298,2816,2506,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5467890298,16413304,2510,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5484318162,16327161,2546,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5500647115,2816,2555,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5500652203,16412728,2559,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5517080227,16326360,2595,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5533407803,2816,2604,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5533411739,16414201,2608,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5549841203,16327609,2644,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5566169996,2848,2653,,,,,,,,,,0.008,2876.400,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5566174156,16412664,2657,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5582602212,16327449,2693,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5598931357,2816,2702,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5598935197,16415032,2706,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5615365493,16328664,2742,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5631695213,2784,2751,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5631700333,16415960,2755,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5648131429,16327929,2791,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5664460606,2816,2800,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5664464510,16419672,2804,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5680899446,16328793,2840,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5697229583,2816,2849,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5697233519,16413336,2853,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5713662247,16326872,2889,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5729990207,2816,2898,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5729994303,16422648,2902,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5746432247,16328729,2938,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5762762128,2816,2947,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5762767216,16412472,2951,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5779195048,16329081,2987,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5795525281,2816,2996,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5795529185,16420504,3000,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5811965017,16328376,3036,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5828294609,2816,3045,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5828298545,16412536,3049,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5844725929,16330297,3085,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5861057250,2816,3094,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5861061154,16419256,3098,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5877495738,16329528,3134,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5893826482,2784,3143,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5893831602,16415001,3147,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5910262026,16330809,3183,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5926594083,2784,3192,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5926598019,16420472,3196,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5943032859,16331289,3232,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5959365236,2784,3241,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5959369172,16413496,3245,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5975796972,16330008,3281,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
5992128036,3008,3290,,,,,,,,,,0.008,2723.398,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
5992132292,16410776,3294,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6008558428,16331545,3330,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6024891125,2784,3339,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6024896181,17101716,3343,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6042012681,17140819,3379,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6059154684,2912,3388,,,,,,,,,,0.008,2813.182,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6059158780,17221779,3392,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6076396175,16948981,3428,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6093346244,2880,3437,,,,,,,,,,0.008,2844.443,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6093350308,16858933,3441,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6110225081,16731158,3477,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6126957359,2848,3486,,,,,,,,,,0.008,2876.400,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6126961295,16753977,3490,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6143730056,16531899,3526,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6160263171,2816,3535,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6160268355,16622363,3539,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6176906046,16533115,3575,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6193440249,2848,3584,,,,,,,,,,0.008,2876.400,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6193444249,16626267,3588,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6210086036,16532348,3624,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6226619472,2816,3633,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6226623440,16622107,3637,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6243260938,16533340,3673,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6259795622,2848,3682,,,,,,,,,,0.008,2876.400,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6259799718,16621723,3686,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6276437185,16346844,3722,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6292785405,2784,3731,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6292790461,16398781,3735,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6309204569,16329821,3771,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6325535606,2784,3780,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6325539510,16406204,3784,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6341960178,16331837,3820,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6358293359,2816,3829,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6358297295,16401596,3833,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6374714155,16329789,3869,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6391045096,2976,3878,,,,,,,,,,0.008,2752.684,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6391049192,16401404,3882,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6407465828,16330717,3918,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6423797729,2816,3927,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6423802881,16400572,3931,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6440218013,16330973,3967,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6456550330,2815,3976,,,,,,,,,,0.008,2910.118,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6456554265,16406589,3980,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6472976342,16330684,4016,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6489308178,2816,4025,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6489312114,16403485,4029,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6505730862,16332029,4065,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6522064011,2784,4074,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6522067947,16412700,4078,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6538495047,16331069,4114,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6554827300,2784,4123,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6554832356,16400316,4127,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6571247968,16330077,4163,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6587579133,2816,4172,,,,,,,,,,0.008,2909.086,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6587583037,16401788,4176,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6604000473,16331677,4212,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6620333206,2784,4221,,,,,,,,,,0.008,2942.525,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6620337142,16404092,4225,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6636756626,16332956,4261,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6653090734,3008,4270,,,,,,,,,,0.008,2723.398,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6653094830,16407453,4274,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6669517771,16331132,4310,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6685850087,2912,4319,,,,,,,,,,0.008,2813.182,Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
6685855271,16405404,4323,32,64,3,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
6702275843,16328605,4359,128,64,1,256,1,1,226,0.049,0.098,,,,,NVIDIA A100-SXM4-40GB (0),1,,7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
