status,error,run_timestamp_utc,m,n,k,dtype,gemm_units,active_cuda_ms,active_wall_s,gemm_flops_per_unit,gemm_tflops_s,first_2s_avg_power_watts,first_2s_avg_gpu_clock_mhz,first_2s_avg_temperature_c,first_2s_gemm_tflops_s,last_2s_avg_power_watts,last_2s_avg_gpu_clock_mhz,last_2s_avg_temperature_c,last_2s_gemm_tflops_s,transition_time_s,transition_detected,transition_pre_500ms_power_watts,transition_pre_500ms_clock_mhz,transition_pre_500ms_temperature_c,transition_pre_500ms_tflops_s,transition_post_500ms_power_watts,transition_post_500ms_clock_mhz,transition_post_500ms_temperature_c,transition_post_500ms_tflops_s,active_start_temperature_c,transition_temperature_c,active_end_temperature_c,monitor_sample_count,monitor_csv,unit_events_csv,power_clock_temperature_plot,gemm_tflops_plot,active_nvtx_range
ok,,2026-04-29T13:06:16.419522Z,8192,8192,32768,bfloat16,350,11355.736328125,11.356112003326416,8796093022208.0,271.1081403103631,337.3092857142857,1281.5051020408164,43.96938775510204,239.01634721390525,299.62522842639595,1320.0,49.03045685279188,278.12557978496983,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,50.0,1409,/home/cage/wattserve/results/gemm_continuous/20260429T130616Z/monitor/continuous_gemm.csv,/home/cage/wattserve/results/gemm_continuous/20260429T130616Z/unit_events/continuous_gemm.csv,/home/cage/wattserve/results/gemm_continuous/20260429T130616Z/plots/power_clock_temperature_timeline.png,/home/cage/wattserve/results/gemm_continuous/20260429T130616Z/plots/gemm_tflops_timeline.png,active_continuous_gemm
