gemm_steps,norm_steps,gemm_ms,norm_ms,gemm_norm_time_ratio,clock_mhz,gemm_tflops_s
1,1024,29.94822252061632,408.34191555447046,0.07334104430585059,1409.2222222222222,293.7100195563453
2,1024,62.66107132321312,408.2926454089937,0.15347097731933051,1397.142857142857,280.75144061411663
4,1024,129.4929648734428,408.30524753879854,0.317147442150221,1350.5431392931393,271.70875362394173
8,1024,261.6574580751616,408.272314453125,0.6408895455613935,1308.1527851458886,268.9346013498703
12,1024,394.54348882039386,408.2922692871094,0.9663261308113393,1292.7952091767881,267.5322727592811
16,1024,527.0697224934896,408.25948515392486,1.2910164776570228,1281.6989872872225,267.0187308227829
20,1024,592.5348510742188,408.4080123901367,1.4508404171762248,1410.0,296.89706879726583
22,1024,651.843014187283,408.4056396484375,1.5960676124560877,1410.0,296.8721644272725
24,1024,710.3474085190717,408.4144931369358,1.739280609419759,1410.0,297.18730581857835
32,1024,948.3963230678013,408.404579671224,2.322198061126749,1410.0,296.79045549244836
48,1024,1421.6473510742187,408.4111328125,3.480922131784521,1410.0,296.98818398736773
64,1024,1895.3509063720703,408.38963487413196,4.641035776914927,1410.0,297.0162155876802
1,2048,29.938020042751145,816.7860346255095,0.03665344260749697,1408.9130434782608,293.8101120129949
2,2048,62.555973746559836,816.6857549493963,0.07659736118506921,1396.2012987012988,281.2231189252882
4,2048,129.43296595982142,816.7696620396206,0.15846936042727647,1346.6712454212454,271.83470476720686
8,2048,261.9039883083767,816.6956312391493,0.32068738743097863,1301.0820512820512,268.6814532003571
12,2048,394.04364585876465,816.690372467041,0.48248841806282833,1283.167383603239,267.87163649462565
16,2048,526.8825204031808,816.6894246419271,0.6451442917045112,1282.9387524240465,267.11360294821117
20,2048,592.6070120675223,816.8083016531808,0.7255154126961175,1410.0,296.8609160232402
22,2048,651.9151893028846,816.7914777483259,0.7981415172205754,1410.0,296.8392969881669
24,2048,710.9732008713943,816.8006873497596,0.8704365849375818,1410.0,296.9257241682987
32,2048,948.4873601740056,816.8022516424006,1.1612203054862014,1410.0,296.761969141073
48,2048,1421.9662017822266,816.8016832139757,1.7408952882993964,1410.0,296.9215896529766
64,2048,1896.0838971819196,816.785270690918,2.32139824898902,1410.0,296.9013946366002
1,4096,29.966933250427246,1633.7215067545574,0.01834274270524697,1410.0,293.52663312928735
2,4096,62.72474774447355,1633.5233376242898,0.03839843992415628,1400.6818181818182,280.4664295515798
4,4096,129.38593777743253,1633.5623557350852,0.07920477435292654,1350.839160839161,271.93350910634166
8,4096,261.4576141357422,1633.5287475585938,0.16005694085672273,1308.4384615384615,269.1401602904948
12,4096,394.05533515082465,1633.520947265625,0.24123065933769614,1288.578497525866,267.8636903268815
16,4096,526.6890597873264,1633.5341796875,0.32242304222130425,1281.279537456008,267.2117176919469
20,4096,606.0047454833984,1633.6374918619792,0.37095423464644495,1381.8693296370968,290.2978264697094
22,4096,651.3585968017578,1633.6244032118057,0.39871992333191575,1410.0,297.09294916617546
24,4096,710.5943145751953,1633.662841796875,0.4349699928252078,1410.0,297.0840438812049
32,4096,947.3506644112723,1633.6448211669922,0.5799000199654987,1410.0,297.118044336389
48,4096,1422.2569783528645,1633.6372244698662,0.8706075969922901,1410.0,296.86088484160865
64,4096,1896.5878662109376,1633.6223551432292,1.1609708083632662,1410.0,296.82250079243147
