status,error,run_timestamp_utc,m,n,k,dtype,gemm_units,active_cuda_ms,active_wall_s,gemm_flops_per_unit,gemm_tflops_s,first_2s_avg_power_watts,first_2s_avg_gpu_clock_mhz,first_2s_avg_temperature_c,first_2s_gemm_tflops_s,last_2s_avg_power_watts,last_2s_avg_gpu_clock_mhz,last_2s_avg_temperature_c,last_2s_gemm_tflops_s,transition_time_s,transition_detected,transition_pre_500ms_power_watts,transition_pre_500ms_clock_mhz,transition_pre_500ms_temperature_c,transition_pre_500ms_tflops_s,transition_post_500ms_power_watts,transition_post_500ms_clock_mhz,transition_post_500ms_temperature_c,transition_post_500ms_tflops_s,active_start_temperature_c,transition_temperature_c,active_end_temperature_c,monitor_sample_count,monitor_csv,unit_events_csv,power_clock_temperature_plot,gemm_tflops_plot,active_nvtx_range
ok,,2026-04-29T11:57:14.465896Z,8192,8192,32768,bfloat16,350,10755.181640625,10.755385875701904,8796093022208.0,286.2464494457293,329.62576530612245,1236.2755102040817,40.31122448979592,243.03602260846043,371.7571428571428,1410.0,50.62755102040816,296.07341926301825,1.9926352920532229,True,392.2664,1293.0,46.18,274.39935389352684,359.6568,1410.0,45.42,296.3323717464722,25.0,45.0,51.0,1351,/home/cage/wattserve/results/gemm_continuous/20260429T115714Z/monitor/continuous_gemm.csv,/home/cage/wattserve/results/gemm_continuous/20260429T115714Z/unit_events/continuous_gemm.csv,/home/cage/wattserve/results/gemm_continuous/20260429T115714Z/plots/power_clock_temperature_timeline.png,/home/cage/wattserve/results/gemm_continuous/20260429T115714Z/plots/gemm_tflops_timeline.png,active_continuous_gemm
