status,error,run_timestamp_utc,m,n,k,dtype,gemm_units,active_cuda_ms,active_wall_s,gemm_flops_per_unit,gemm_tflops_s,first_2s_avg_power_watts,first_2s_avg_gpu_clock_mhz,first_2s_avg_temperature_c,first_2s_gemm_tflops_s,last_2s_avg_power_watts,last_2s_avg_gpu_clock_mhz,last_2s_avg_temperature_c,last_2s_gemm_tflops_s,transition_time_s,transition_detected,transition_pre_500ms_power_watts,transition_pre_500ms_clock_mhz,transition_pre_500ms_temperature_c,transition_pre_500ms_tflops_s,transition_post_500ms_power_watts,transition_post_500ms_clock_mhz,transition_post_500ms_temperature_c,transition_post_500ms_tflops_s,active_start_temperature_c,transition_temperature_c,active_end_temperature_c,monitor_sample_count,monitor_csv,unit_events_csv,power_clock_temperature_plot,gemm_tflops_plot,active_nvtx_range
ok,,2026-04-29T13:15:17.565527Z,8192,8192,32768,bfloat16,350,13369.9228515625,13.37017273902893,8796093022208.0,230.2655439341604,255.06142857142856,1110.0,40.244897959183675,208.85241718959006,211.00233502538072,1110.0,43.0,234.11392118834266,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,43.0,1607,/home/cage/wattserve/results/gemm_continuous/20260429T131517Z/monitor/continuous_gemm.csv,/home/cage/wattserve/results/gemm_continuous/20260429T131517Z/unit_events/continuous_gemm.csv,/home/cage/wattserve/results/gemm_continuous/20260429T131517Z/plots/power_clock_temperature_timeline.png,/home/cage/wattserve/results/gemm_continuous/20260429T131517Z/plots/gemm_tflops_timeline.png,active_continuous_gemm
