elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,120.14,840,1215
0.01,120.14,840,1215
0.021,120.14,840,1215
0.031,120.14,840,1215
0.041,120.14,840,1215
0.051,120.14,840,1215
0.062,120.14,840,1215
0.072,120.14,840,1215
0.082,120.14,840,1215
0.092,120.14,840,1215
0.102,120.14,840,1215
0.113,120.14,840,1215
0.123,120.14,840,1215
0.133,120.14,840,1215
0.143,120.14,840,1215
0.153,120.14,840,1215
0.164,120.14,840,1215
0.174,120.14,840,1215
0.184,120.14,840,1215
0.194,120.14,840,1215
0.204,120.14,840,1215
0.215,120.14,840,1215
0.225,120.14,840,1215
0.235,120.14,840,1215
0.245,120.14,840,1215
0.255,120.14,840,1215
0.266,120.14,840,1215
0.276,120.14,840,1215
0.286,120.14,840,1215
0.296,120.14,840,1215
