elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz
0.0,249.08,1275,1215
0.01,249.08,1275,1215
0.02,249.08,1275,1215
0.031,249.08,1275,1215
0.041,249.08,1275,1215
0.051,249.08,1275,1215
0.061,249.08,1275,1215
0.071,249.08,1275,1215
0.081,249.08,1275,1215
0.091,251.74,1065,1215
0.102,251.74,1065,1215
0.112,251.74,1065,1215
0.122,251.74,1065,1215
0.132,251.74,1065,1215
0.142,251.74,1065,1215
0.152,251.74,1065,1215
0.162,251.74,1065,1215
0.173,251.74,1065,1215
0.183,251.74,1260,1215
0.193,180.62,1260,1215
0.203,180.62,1260,1215
0.213,180.62,1260,1215
0.223,180.62,1260,1215
0.233,180.62,1260,1215
0.243,180.62,1260,1215
0.254,180.62,1260,1215
0.264,180.62,1260,1215
0.274,180.62,1260,1215
0.284,180.62,1260,1215
0.294,248.31,1260,1215
0.304,248.31,1260,1215
0.314,248.31,1260,1215
0.325,248.31,1260,1215
0.335,248.31,1260,1215
0.345,248.31,1260,1215
0.355,248.31,1260,1215
0.365,248.31,1260,1215
0.375,248.31,1260,1215
0.385,247.53,1260,1215
0.395,247.53,1260,1215
0.406,247.53,1260,1215
0.416,247.53,1260,1215
0.426,247.53,1260,1215
0.436,247.53,1260,1215
0.446,247.53,1260,1215
0.456,247.53,1260,1215
0.466,247.53,1260,1215
0.477,247.53,1260,1215
0.487,249.98,1260,1215
0.497,249.98,1260,1215
0.507,249.98,1260,1215
0.517,249.98,1260,1215
0.527,249.98,1260,1215
0.537,249.98,1260,1215
0.548,249.98,1260,1215
0.558,249.98,1260,1215
0.568,249.98,1260,1215
0.578,249.98,1260,1215
0.588,289.45,1110,1215
0.598,289.45,1110,1215
0.608,289.45,1110,1215
0.619,289.45,1110,1215
0.629,289.45,1110,1215
0.639,289.45,1110,1215
0.649,289.45,1110,1215
0.659,289.45,1110,1215
0.669,289.45,1110,1215
0.679,289.45,1110,1215
0.689,191.29,1260,1215
0.7,191.29,1260,1215
0.71,191.29,1260,1215
0.72,191.29,1260,1215
0.73,191.29,1260,1215
0.74,191.29,1260,1215
0.75,191.29,1260,1215
0.761,191.29,1260,1215
0.771,191.29,1260,1215
0.781,191.29,1260,1215
0.791,248.2,1275,1215
0.801,248.2,1275,1215
0.812,248.2,1275,1215
0.822,248.2,1275,1215
0.832,248.2,1275,1215
0.842,248.2,1275,1215
0.852,248.2,1275,1215
0.862,248.2,1275,1215
0.873,248.2,1275,1215
0.883,248.2,1275,1215
0.893,257.72,1260,1215
0.903,257.72,1260,1215
0.913,257.72,1260,1215
0.924,257.72,1260,1215
0.934,257.72,1260,1215
0.944,257.72,1260,1215
0.954,257.72,1260,1215
0.964,257.72,1260,1215
0.974,257.72,1260,1215
0.984,257.72,1260,1215
0.995,248.92,1260,1215
1.005,248.92,1260,1215
1.015,248.92,1260,1215
1.025,248.92,1260,1215
1.035,248.92,1260,1215
1.045,248.92,1260,1215
1.055,248.92,1260,1215
1.065,248.92,1260,1215
1.076,248.92,1260,1215
1.086,248.92,1065,1215
1.096,343.58,1065,1215
1.106,343.58,1065,1215
1.116,343.58,1065,1215
1.126,343.58,1065,1215
1.136,343.58,1065,1215
1.147,343.58,1065,1215
1.157,343.58,1065,1215
1.167,343.58,1065,1215
1.177,343.58,1065,1215
1.187,343.58,1260,1215
1.197,200.93,1260,1215
1.207,200.93,1260,1215
1.218,200.93,1260,1215
1.228,200.93,1260,1215
1.238,200.93,1260,1215
1.248,200.93,1260,1215
1.258,200.93,1260,1215
1.268,200.93,1260,1215
1.279,200.93,1260,1215
1.289,249.38,1275,1215
1.299,249.38,1275,1215
1.309,249.38,1275,1215
1.319,249.38,1275,1215
1.33,249.38,1275,1215
1.34,249.38,1275,1215
1.35,249.38,1275,1215
1.36,249.38,1275,1215
1.37,249.38,1275,1215
1.38,249.38,1275,1215
1.391,258.59,1260,1215
1.401,258.59,1260,1215
1.411,258.59,1260,1215
1.421,258.59,1260,1215
1.431,258.59,1260,1215
1.442,258.59,1260,1215
1.452,258.59,1260,1215
1.462,258.59,1260,1215
1.472,258.59,1260,1215
1.482,258.59,1260,1215
1.493,253.89,1260,1215
1.503,253.89,1260,1215
1.513,253.89,1260,1215
1.523,253.89,1260,1215
1.533,253.89,1260,1215
1.544,253.89,1260,1215
1.554,253.89,1260,1215
1.564,253.89,1260,1215
1.574,253.89,1260,1215
1.584,253.89,1110,1215
1.595,334.42,1110,1215
1.605,334.42,1110,1215
1.615,334.42,1110,1215
1.625,334.42,1110,1215
1.635,334.42,1110,1215
1.645,334.42,1110,1215
1.656,334.42,1110,1215
1.666,334.42,1110,1215
1.676,334.42,1110,1215
1.686,213.49,1260,1215
1.696,213.49,1260,1215
1.706,213.49,1260,1215
1.717,213.49,1260,1215
1.727,213.49,1260,1215
1.737,213.49,1260,1215
1.747,213.49,1260,1215
1.757,213.49,1260,1215
1.768,213.49,1260,1215
1.778,213.49,1260,1215
