elapsed_seconds,power_watts,gpu_clock_mhz,mem_clock_mhz,temperature_c
1.338,57.2,1110,1215,30
1.348,57.2,1110,1215,30
1.359,57.2,1110,1215,30
1.369,57.2,1110,1215,30
1.379,57.2,1110,1215,30
1.389,57.2,1110,1215,30
1.399,57.2,1110,1215,30
1.41,57.2,1110,1215,30
1.42,57.2,1110,1215,30
1.43,57.2,1110,1215,30
1.44,57.2,1110,1215,30
1.45,57.2,1110,1215,30
1.461,57.2,1110,1215,30
1.471,57.2,1110,1215,30
1.481,57.2,1110,1215,30
1.491,57.2,1110,1215,30
1.501,57.2,1110,1215,30
1.512,57.59,1110,1215,30
1.522,57.59,1110,1215,30
1.532,57.59,1110,1215,30
1.542,57.59,1110,1215,30
1.553,57.59,1110,1215,30
1.563,57.59,1110,1215,30
1.573,57.59,1110,1215,30
1.583,57.59,1110,1215,30
1.593,57.59,1110,1215,30
1.604,57.59,1110,1215,30
1.614,57.26,1110,1215,30
1.624,57.26,1110,1215,30
1.634,57.26,1110,1215,30
1.644,57.26,1110,1215,30
1.655,57.26,1110,1215,30
1.665,57.26,1110,1215,30
1.675,57.26,1110,1215,30
1.685,57.26,1110,1215,30
1.695,57.26,1110,1215,30
1.706,57.26,1110,1215,30
1.716,57.2,1110,1215,30
1.726,57.2,1110,1215,30
1.736,57.2,1110,1215,30
1.746,57.2,1110,1215,30
1.757,57.2,1110,1215,30
1.767,57.2,1110,1215,30
1.777,57.2,1110,1215,30
1.787,57.2,1110,1215,30
1.797,57.2,1110,1215,30
1.808,57.2,1110,1215,30
1.818,57.2,1110,1215,30
1.828,57.2,1110,1215,30
1.838,57.2,1110,1215,30
1.848,57.2,1110,1215,30
1.859,57.2,1110,1215,30
1.869,57.2,1110,1215,30
1.879,57.2,1110,1215,30
1.889,57.2,1110,1215,30
1.899,57.2,1110,1215,30
1.91,57.2,1110,1215,30
1.92,57.2,1110,1215,30
1.93,57.2,1110,1215,30
1.94,57.2,1110,1215,30
1.95,57.2,1110,1215,30
1.961,57.2,1110,1215,30
1.971,57.2,1110,1215,30
1.981,57.2,1110,1215,30
1.991,57.2,1110,1215,30
2.002,57.2,1110,1215,30
2.012,57.2,1110,1215,30
2.022,57.2,1110,1215,30
2.033,57.2,1110,1215,30
2.043,57.2,1110,1215,30
2.053,57.2,1110,1215,30
2.063,57.2,1110,1215,30
2.073,57.2,1110,1215,30
2.084,57.2,1110,1215,30
2.094,57.2,1110,1215,30
2.104,57.2,1110,1215,30
2.114,57.53,1110,1215,30
2.124,57.53,1110,1215,30
2.135,57.53,1110,1215,30
2.145,57.53,1110,1215,30
2.155,57.53,1110,1215,30
2.165,57.53,1110,1215,30
2.175,57.53,1110,1215,30
2.186,57.53,1110,1215,30
2.196,57.53,1110,1215,30
2.206,57.2,1110,1215,30
2.216,57.2,1110,1215,30
2.226,57.2,1110,1215,30
2.237,57.2,1110,1215,30
2.247,57.2,1110,1215,30
2.257,57.2,1110,1215,30
2.267,57.2,1110,1215,30
2.278,57.2,1110,1215,30
2.288,57.2,1110,1215,30
2.298,57.2,1110,1215,30
2.308,240.08,1110,1215,30
2.318,240.08,1110,1215,35
2.329,240.08,1110,1215,35
2.339,240.08,1110,1215,35
2.349,240.08,1110,1215,35
2.359,240.08,1110,1215,35
2.369,240.08,1110,1215,35
2.38,240.08,1110,1215,35
2.39,240.08,1110,1215,35
2.4,240.08,1110,1215,35
2.41,240.08,1110,1215,35
2.42,240.08,1110,1215,35
2.431,240.08,1110,1215,35
2.441,240.08,1110,1215,35
2.451,240.08,1110,1215,35
2.461,240.08,1110,1215,35
2.471,240.08,1110,1215,35
2.482,308.89,1110,1215,40
2.492,308.89,1110,1215,40
2.502,308.89,1110,1215,40
2.512,308.89,1110,1215,40
2.522,308.89,1110,1215,40
2.533,308.89,1110,1215,40
2.543,308.89,1110,1215,40
2.553,308.89,1110,1215,40
2.563,308.89,1110,1215,40
2.573,308.89,1110,1215,40
2.584,308.89,1110,1215,40
2.594,308.89,1110,1215,40
2.604,308.89,1110,1215,40
2.614,295.23,1110,1215,41
2.624,295.23,1110,1215,41
2.635,295.23,1110,1215,41
2.645,295.23,1110,1215,41
2.655,295.23,1110,1215,41
2.665,295.23,1110,1215,41
2.676,295.23,1110,1215,41
2.686,295.23,1110,1215,41
2.696,295.23,1110,1215,41
2.706,295.23,1110,1215,41
2.716,293.77,1110,1215,41
2.727,293.77,1110,1215,41
2.737,293.77,1110,1215,41
2.747,293.77,1110,1215,41
2.757,293.77,1110,1215,41
2.767,293.77,1110,1215,41
2.778,293.77,1110,1215,41
2.788,293.77,1110,1215,41
2.798,293.77,1110,1215,41
2.808,293.77,1110,1215,41
2.818,293.77,1110,1215,42
2.829,293.77,1110,1215,42
2.839,293.77,1110,1215,42
2.849,293.77,1110,1215,42
2.859,293.77,1110,1215,42
2.869,293.77,1110,1215,42
2.88,293.77,1110,1215,42
2.89,293.77,1110,1215,42
2.9,293.77,1110,1215,42
2.91,294.36,1110,1215,42
2.92,294.36,1110,1215,42
2.931,294.36,1110,1215,42
2.941,294.36,1110,1215,42
2.951,294.36,1110,1215,42
2.961,294.36,1110,1215,42
2.971,294.36,1110,1215,42
2.982,294.36,1110,1215,42
2.992,294.36,1110,1215,42
3.002,294.36,1110,1215,42
3.012,293.5,1110,1215,43
3.022,293.5,1110,1215,43
3.033,293.5,1110,1215,43
3.043,293.5,1110,1215,43
3.053,293.5,1110,1215,43
3.063,293.5,1110,1215,43
3.073,293.5,1110,1215,43
3.084,293.5,1110,1215,43
3.094,293.5,1110,1215,43
3.104,293.5,1110,1215,43
3.114,295.82,1110,1215,43
3.124,295.82,1110,1215,43
3.135,295.82,1110,1215,43
3.145,295.82,1110,1215,43
3.155,295.82,1110,1215,43
3.165,295.82,1110,1215,43
3.175,295.82,1110,1215,43
3.186,295.82,1110,1215,43
3.196,295.82,1110,1215,43
3.206,295.82,1110,1215,43
3.216,295.82,1110,1215,43
3.226,295.82,1110,1215,43
3.237,295.82,1110,1215,43
3.247,295.82,1110,1215,43
3.257,295.82,1110,1215,43
3.267,295.82,1110,1215,43
3.277,298.14,1110,1215,43
3.288,298.14,1110,1215,44
3.298,298.14,1110,1215,44
3.308,298.14,1110,1215,44
3.318,298.14,1110,1215,44
3.328,298.14,1110,1215,44
3.339,298.14,1110,1215,44
3.349,298.14,1110,1215,44
3.359,298.14,1110,1215,44
3.369,298.14,1110,1215,44
3.379,298.14,1110,1215,44
3.39,298.14,1110,1215,44
3.4,298.14,1110,1215,44
3.41,298.41,1110,1215,44
3.42,298.41,1110,1215,44
3.43,298.41,1110,1215,44
3.441,298.41,1110,1215,44
3.451,298.41,1110,1215,44
3.461,298.41,1110,1215,44
3.471,298.41,1110,1215,44
3.481,298.41,1110,1215,44
3.492,298.41,1110,1215,44
3.502,298.41,1110,1215,44
3.512,297.55,1110,1215,44
3.522,297.55,1110,1215,44
3.532,297.55,1110,1215,44
3.543,297.55,1110,1215,44
3.553,297.55,1110,1215,44
3.563,297.55,1110,1215,44
3.573,297.55,1110,1215,44
3.584,297.55,1110,1215,44
3.594,297.55,1110,1215,44
3.604,297.55,1110,1215,44
3.614,295.23,1110,1215,44
3.624,295.23,1110,1215,44
3.635,295.23,1110,1215,44
3.645,295.23,1110,1215,44
3.655,295.23,1110,1215,44
3.665,295.23,1110,1215,44
3.675,295.23,1110,1215,44
3.686,295.23,1110,1215,44
3.696,295.23,1110,1215,44
3.706,295.23,1110,1215,44
3.716,295.82,1110,1215,44
3.726,295.82,1110,1215,44
3.737,295.82,1110,1215,44
3.747,295.82,1110,1215,44
3.757,295.82,1110,1215,44
3.767,295.82,1110,1215,44
3.777,295.82,1110,1215,44
3.788,295.82,1110,1215,44
3.798,295.82,1110,1215,44
3.808,294.96,1110,1215,45
3.818,294.96,1110,1215,45
3.828,294.96,1110,1215,45
3.839,294.96,1110,1215,45
3.849,294.96,1110,1215,45
3.859,294.96,1110,1215,45
3.869,294.96,1110,1215,45
3.879,294.96,1110,1215,45
3.89,294.96,1110,1215,45
3.9,294.96,1110,1215,45
3.91,292.31,1110,1215,45
3.92,292.31,1110,1215,45
3.93,292.31,1110,1215,45
3.941,292.31,1110,1215,45
3.951,292.31,1110,1215,45
3.961,292.31,1110,1215,45
3.971,292.31,1110,1215,45
3.981,292.31,1110,1215,45
3.992,292.31,1110,1215,45
4.002,292.31,1110,1215,45
4.012,292.63,1110,1215,45
4.022,292.63,1110,1215,45
4.032,292.63,1110,1215,45
4.043,292.63,1110,1215,45
4.053,292.63,1110,1215,45
4.063,292.63,1110,1215,45
4.073,292.63,1110,1215,45
4.083,292.63,1110,1215,45
4.094,292.63,1110,1215,45
4.104,292.63,1110,1215,45
4.114,293.5,1110,1215,44
4.124,293.5,1110,1215,44
4.135,293.5,1110,1215,44
4.145,293.5,1110,1215,44
4.155,293.5,1110,1215,44
4.165,293.5,1110,1215,44
4.175,293.5,1110,1215,44
4.186,293.5,1110,1215,44
4.196,293.5,1110,1215,44
4.206,293.5,1110,1215,44
4.216,211.35,1110,1215,42
4.226,211.35,1110,1215,42
4.236,211.35,1110,1215,42
4.247,211.35,1110,1215,42
4.257,211.35,1110,1215,42
4.267,211.35,1110,1215,42
4.277,211.35,1110,1215,42
4.287,211.35,1110,1215,42
4.298,211.35,1110,1215,42
4.308,209.89,1110,1215,42
4.318,209.89,1110,1215,41
4.328,209.89,1110,1215,41
4.338,209.89,1110,1215,41
4.349,209.89,1110,1215,41
4.359,209.89,1110,1215,41
4.369,209.89,1110,1215,41
4.379,209.89,1110,1215,41
4.389,209.89,1110,1215,41
4.399,209.89,1110,1215,41
4.41,211.02,1110,1215,41
4.42,211.02,1110,1215,41
4.43,211.02,1110,1215,41
4.44,211.02,1110,1215,41
4.45,211.02,1110,1215,41
4.461,211.02,1110,1215,41
4.471,211.02,1110,1215,41
4.481,211.02,1110,1215,41
4.491,211.02,1110,1215,41
4.501,211.02,1110,1215,41
4.511,209.89,1110,1215,41
4.522,209.89,1110,1215,41
4.532,209.89,1110,1215,41
4.542,209.89,1110,1215,41
4.552,209.89,1110,1215,41
4.562,209.89,1110,1215,41
4.573,209.89,1110,1215,41
4.583,209.89,1110,1215,41
4.593,209.89,1110,1215,41
4.603,209.89,1110,1215,41
4.613,209.02,1110,1215,41
4.624,209.02,1110,1215,41
4.634,209.02,1110,1215,41
4.644,209.02,1110,1215,41
4.654,209.02,1110,1215,41
4.664,209.02,1110,1215,41
4.674,209.02,1110,1215,41
4.685,209.02,1110,1215,41
4.695,209.02,1110,1215,41
4.705,209.02,1110,1215,41
4.715,210.48,1110,1215,41
4.725,210.48,1110,1215,41
4.736,210.48,1110,1215,41
4.746,210.48,1110,1215,41
4.756,210.48,1110,1215,41
4.766,210.48,1110,1215,41
4.776,210.48,1110,1215,41
4.786,210.48,1110,1215,41
4.797,210.48,1110,1215,41
4.807,209.89,1110,1215,41
4.817,209.89,1110,1215,41
4.827,209.89,1110,1215,41
4.837,209.89,1110,1215,41
4.848,209.89,1110,1215,41
4.858,209.89,1110,1215,41
4.868,209.89,1110,1215,41
4.878,209.89,1110,1215,41
4.888,209.89,1110,1215,41
4.898,209.89,1110,1215,41
4.909,209.29,1110,1215,41
4.919,209.29,1110,1215,41
4.929,209.29,1110,1215,41
4.939,209.29,1110,1215,41
4.949,209.29,1110,1215,41
4.96,209.29,1110,1215,41
4.97,209.29,1110,1215,41
4.98,209.29,1110,1215,41
4.99,209.29,1110,1215,41
5.0,209.29,1110,1215,41
5.01,210.75,1110,1215,41
5.021,210.75,1110,1215,41
5.031,210.75,1110,1215,41
5.041,210.75,1110,1215,41
5.051,210.75,1110,1215,41
5.061,210.75,1110,1215,41
5.072,210.75,1110,1215,41
5.082,210.75,1110,1215,41
5.092,210.75,1110,1215,41
5.102,210.75,1110,1215,41
5.112,209.56,1110,1215,41
5.122,209.56,1110,1215,41
5.133,209.56,1110,1215,41
5.143,209.56,1110,1215,41
5.153,209.56,1110,1215,41
5.163,209.56,1110,1215,41
5.173,209.56,1110,1215,41
5.184,209.56,1110,1215,41
5.194,209.56,1110,1215,41
5.204,209.56,1110,1215,41
5.214,209.02,1110,1215,41
5.224,209.02,1110,1215,41
5.234,209.02,1110,1215,41
5.245,209.02,1110,1215,41
5.255,209.02,1110,1215,41
5.265,209.02,1110,1215,41
5.275,209.02,1110,1215,41
5.285,209.02,1110,1215,41
5.296,209.02,1110,1215,41
5.306,209.02,1110,1215,41
5.316,211.02,1110,1215,41
5.326,211.02,1110,1215,41
5.336,211.02,1110,1215,41
5.347,211.02,1110,1215,41
5.357,211.02,1110,1215,41
5.367,211.02,1110,1215,41
5.377,211.02,1110,1215,41
5.387,211.02,1110,1215,41
5.398,211.02,1110,1215,41
5.408,209.56,1110,1215,41
5.418,209.56,1110,1215,41
5.428,209.56,1110,1215,41
5.438,209.56,1110,1215,41
5.448,209.56,1110,1215,41
5.459,209.56,1110,1215,41
5.469,209.56,1110,1215,41
5.479,209.56,1110,1215,41
5.489,209.56,1110,1215,41
5.499,209.56,1110,1215,41
5.51,209.02,1110,1215,41
5.52,209.02,1110,1215,41
5.53,209.02,1110,1215,41
5.54,209.02,1110,1215,41
5.55,209.02,1110,1215,41
5.56,209.02,1110,1215,41
5.571,209.02,1110,1215,41
5.581,209.02,1110,1215,41
5.591,209.02,1110,1215,41
5.601,209.02,1110,1215,41
5.611,211.02,1110,1215,41
5.622,211.02,1110,1215,41
5.632,211.02,1110,1215,41
5.642,211.02,1110,1215,41
5.652,211.02,1110,1215,41
5.662,211.02,1110,1215,41
5.672,211.02,1110,1215,41
5.683,211.02,1110,1215,41
5.693,211.02,1110,1215,41
5.703,211.02,1110,1215,41
5.713,210.16,1110,1215,41
5.723,210.16,1110,1215,41
5.734,210.16,1110,1215,41
5.744,210.16,1110,1215,41
5.754,210.16,1110,1215,41
5.764,210.16,1110,1215,41
5.774,210.16,1110,1215,41
5.785,210.16,1110,1215,41
5.795,210.16,1110,1215,41
5.805,210.16,1110,1215,41
5.815,209.02,1110,1215,41
5.825,209.02,1110,1215,41
5.835,209.02,1110,1215,41
5.846,209.02,1110,1215,41
5.856,209.02,1110,1215,41
5.866,209.02,1110,1215,41
5.876,209.02,1110,1215,41
5.886,209.02,1110,1215,41
5.897,209.02,1110,1215,41
5.907,211.62,1110,1215,41
5.917,211.62,1110,1215,41
5.927,211.62,1110,1215,41
5.937,211.62,1110,1215,41
5.948,211.62,1110,1215,41
5.958,211.62,1110,1215,41
5.968,211.62,1110,1215,41
5.978,211.62,1110,1215,41
5.988,211.62,1110,1215,41
5.999,211.62,1110,1215,41
6.009,209.56,1110,1215,41
6.019,209.56,1110,1215,41
6.029,209.56,1110,1215,41
6.039,209.56,1110,1215,41
6.05,209.56,1110,1215,41
6.06,209.56,1110,1215,41
6.07,209.56,1110,1215,41
6.08,209.56,1110,1215,41
6.09,209.56,1110,1215,41
6.1,209.56,1110,1215,41
6.111,209.02,1110,1215,41
6.121,209.02,1110,1215,41
6.131,209.02,1110,1215,41
6.141,209.02,1110,1215,41
6.151,209.02,1110,1215,41
6.162,209.02,1110,1215,41
6.172,209.02,1110,1215,41
6.182,209.02,1110,1215,41
6.192,209.02,1110,1215,41
6.202,209.02,1110,1215,41
6.212,211.62,1110,1215,41
6.223,211.62,1110,1215,41
6.233,211.62,1110,1215,41
6.243,211.62,1110,1215,41
6.253,211.62,1110,1215,41
6.263,211.62,1110,1215,41
6.274,211.62,1110,1215,41
6.284,211.62,1110,1215,41
6.294,211.62,1110,1215,41
6.304,211.62,1110,1215,41
6.314,209.29,1110,1215,41
6.325,209.29,1110,1215,41
6.335,209.29,1110,1215,41
6.345,209.29,1110,1215,41
6.355,209.29,1110,1215,41
6.365,209.29,1110,1215,41
6.376,209.29,1110,1215,41
6.386,209.29,1110,1215,41
6.396,209.29,1110,1215,41
6.406,209.29,1110,1215,41
6.416,209.29,1110,1215,41
6.426,209.29,1110,1215,41
6.437,209.29,1110,1215,41
6.447,209.29,1110,1215,41
6.457,209.29,1110,1215,41
6.467,209.29,1110,1215,41
6.477,209.29,1110,1215,41
6.488,209.29,1110,1215,41
6.498,209.29,1110,1215,41
6.508,210.16,1110,1215,41
6.518,210.16,1110,1215,41
6.528,210.16,1110,1215,41
6.538,210.16,1110,1215,41
6.549,210.16,1110,1215,41
6.559,210.16,1110,1215,41
6.569,210.16,1110,1215,41
6.579,210.16,1110,1215,41
6.589,210.16,1110,1215,41
6.6,210.16,1110,1215,41
6.61,209.56,1110,1215,41
6.62,209.56,1110,1215,41
6.63,209.56,1110,1215,41
6.64,209.56,1110,1215,41
6.65,209.56,1110,1215,41
6.661,209.56,1110,1215,41
6.671,209.56,1110,1215,41
6.681,209.56,1110,1215,41
6.691,209.56,1110,1215,41
6.701,209.56,1110,1215,41
6.712,209.29,1110,1215,41
6.722,209.29,1110,1215,41
6.732,209.29,1110,1215,41
6.742,209.29,1110,1215,41
6.752,209.29,1110,1215,41
6.762,209.29,1110,1215,41
6.773,209.29,1110,1215,41
6.783,209.29,1110,1215,41
6.793,209.29,1110,1215,41
6.803,209.29,1110,1215,41
6.813,210.75,1110,1215,41
6.824,210.75,1110,1215,41
6.834,210.75,1110,1215,41
6.844,210.75,1110,1215,41
6.854,210.75,1110,1215,41
6.864,210.75,1110,1215,41
6.874,210.75,1110,1215,41
6.885,210.75,1110,1215,41
6.895,210.75,1110,1215,41
6.905,210.75,1110,1215,41
6.915,209.56,1110,1215,41
6.925,209.56,1110,1215,41
6.936,209.56,1110,1215,41
6.946,209.56,1110,1215,41
6.956,209.56,1110,1215,41
6.966,209.56,1110,1215,41
6.976,209.56,1110,1215,41
6.987,209.56,1110,1215,41
6.997,209.56,1110,1215,41
7.007,209.02,1110,1215,41
7.017,209.02,1110,1215,41
7.027,209.02,1110,1215,41
7.037,209.02,1110,1215,41
7.048,209.02,1110,1215,41
7.058,209.02,1110,1215,41
7.068,209.02,1110,1215,41
7.078,209.02,1110,1215,41
7.088,209.02,1110,1215,41
7.099,209.02,1110,1215,41
7.109,210.16,1110,1215,41
7.119,210.16,1110,1215,41
7.129,210.16,1110,1215,41
7.139,210.16,1110,1215,41
7.149,210.16,1110,1215,41
7.16,210.16,1110,1215,41
7.17,210.16,1110,1215,41
7.18,210.16,1110,1215,41
7.19,210.16,1110,1215,41
7.2,210.16,1110,1215,41
7.211,209.02,1110,1215,41
7.221,209.02,1110,1215,41
7.231,209.02,1110,1215,41
7.241,209.02,1110,1215,41
7.251,209.02,1110,1215,41
7.262,209.02,1110,1215,41
7.272,209.02,1110,1215,41
7.282,209.02,1110,1215,41
7.292,209.02,1110,1215,41
7.302,209.02,1110,1215,41
7.313,209.02,1110,1215,41
7.323,209.02,1110,1215,41
7.333,209.02,1110,1215,41
7.343,209.02,1110,1215,41
7.353,209.02,1110,1215,41
7.363,209.02,1110,1215,41
7.374,209.02,1110,1215,41
7.384,209.02,1110,1215,41
7.394,209.02,1110,1215,41
7.404,209.02,1110,1215,41
7.414,210.75,1110,1215,41
7.425,210.75,1110,1215,41
7.435,210.75,1110,1215,41
7.445,210.75,1110,1215,41
7.455,210.75,1110,1215,41
7.465,210.75,1110,1215,41
7.476,210.75,1110,1215,41
7.486,210.75,1110,1215,41
7.496,210.75,1110,1215,41
7.506,210.75,1110,1215,41
7.516,209.56,1110,1215,41
7.526,209.56,1110,1215,41
7.537,209.56,1110,1215,41
7.547,209.56,1110,1215,41
7.557,209.56,1110,1215,41
7.567,209.56,1110,1215,41
7.577,209.56,1110,1215,41
7.588,209.56,1110,1215,41
7.598,209.56,1110,1215,41
7.608,209.89,1110,1215,41
7.618,209.89,1110,1215,41
7.628,209.89,1110,1215,41
7.638,209.89,1110,1215,41
7.649,209.89,1110,1215,41
7.659,209.89,1110,1215,41
7.669,209.89,1110,1215,41
7.679,209.89,1110,1215,41
7.689,209.89,1110,1215,41
7.7,209.89,1110,1215,41
7.71,210.16,1110,1215,41
7.72,210.16,1110,1215,41
7.73,210.16,1110,1215,41
7.74,210.16,1110,1215,41
7.75,210.16,1110,1215,41
7.761,210.16,1110,1215,41
7.771,210.16,1110,1215,41
7.781,210.16,1110,1215,41
7.791,210.16,1110,1215,41
7.801,210.16,1110,1215,41
7.812,209.29,1110,1215,41
7.822,209.29,1110,1215,41
7.832,209.29,1110,1215,41
7.842,209.29,1110,1215,41
7.852,209.29,1110,1215,41
7.862,209.29,1110,1215,41
7.873,209.29,1110,1215,41
7.883,209.29,1110,1215,41
7.893,209.29,1110,1215,41
7.903,209.29,1110,1215,41
7.913,208.7,1110,1215,41
7.924,208.7,1110,1215,41
7.934,208.7,1110,1215,41
7.944,208.7,1110,1215,41
7.954,208.7,1110,1215,41
7.964,208.7,1110,1215,41
7.975,208.7,1110,1215,41
7.985,208.7,1110,1215,41
7.995,208.7,1110,1215,41
8.005,208.7,1110,1215,41
8.015,210.16,1110,1215,41
8.026,210.16,1110,1215,41
8.036,210.16,1110,1215,41
8.046,210.16,1110,1215,41
8.056,210.16,1110,1215,41
8.066,210.16,1110,1215,41
8.076,210.16,1110,1215,41
8.087,210.16,1110,1215,41
8.097,210.16,1110,1215,41
8.107,209.89,1110,1215,41
8.117,209.89,1110,1215,41
8.127,209.89,1110,1215,41
8.138,209.89,1110,1215,41
8.148,209.89,1110,1215,41
8.158,209.89,1110,1215,41
8.168,209.89,1110,1215,41
8.178,209.89,1110,1215,41
8.188,209.89,1110,1215,41
8.199,209.89,1110,1215,41
8.209,210.16,1110,1215,41
8.219,210.16,1110,1215,41
8.229,210.16,1110,1215,41
8.239,210.16,1110,1215,41
8.25,210.16,1110,1215,41
8.26,210.16,1110,1215,41
8.27,210.16,1110,1215,41
8.28,210.16,1110,1215,41
8.29,210.16,1110,1215,41
8.3,210.16,1110,1215,41
8.311,209.56,1110,1215,41
8.321,209.56,1110,1215,41
8.331,209.56,1110,1215,41
8.341,209.56,1110,1215,41
8.351,209.56,1110,1215,41
8.362,209.56,1110,1215,41
8.372,209.56,1110,1215,41
8.382,209.56,1110,1215,41
8.392,209.56,1110,1215,41
8.402,209.56,1110,1215,41
8.413,208.7,1110,1215,41
8.423,208.7,1110,1215,41
8.433,208.7,1110,1215,41
8.443,208.7,1110,1215,41
8.453,208.7,1110,1215,41
8.463,208.7,1110,1215,41
8.474,208.7,1110,1215,41
8.484,208.7,1110,1215,41
8.494,208.7,1110,1215,41
8.504,208.7,1110,1215,41
8.514,209.29,1110,1215,41
8.525,209.29,1110,1215,41
8.535,209.29,1110,1215,41
8.545,209.29,1110,1215,41
8.555,209.29,1110,1215,41
8.565,209.29,1110,1215,41
8.576,209.29,1110,1215,41
8.586,209.29,1110,1215,41
8.596,209.29,1110,1215,41
8.606,209.29,1110,1215,41
8.616,208.7,1110,1215,42
8.626,208.7,1110,1215,42
8.637,208.7,1110,1215,42
8.647,208.7,1110,1215,42
8.657,208.7,1110,1215,42
8.667,208.7,1110,1215,42
8.677,208.7,1110,1215,42
8.688,208.7,1110,1215,42
8.698,208.7,1110,1215,42
8.708,210.48,1110,1215,42
8.718,210.48,1110,1215,42
8.728,210.48,1110,1215,42
8.738,210.48,1110,1215,42
8.749,210.48,1110,1215,42
8.759,210.48,1110,1215,42
8.769,210.48,1110,1215,42
8.78,210.48,1110,1215,42
8.79,210.48,1110,1215,42
8.8,210.48,1110,1215,42
8.811,209.02,1110,1215,42
8.821,209.02,1110,1215,42
8.831,209.02,1110,1215,42
8.841,209.02,1110,1215,42
8.851,209.02,1110,1215,42
